label,review
1.0,This movie is beyond inspiring. It reaches into your soul and pulls on it. It also happens to be based on a true story. Worth every minute of the two hours!
1.0,one of the best movies I've seen in a long time. amazes me to know some of what my Grandpa had to go through in war.
1.0,This might go down as one of my favourite films. Beautiful.
1.0,A great example of faith and conviction.
1.0,Excellent movie. Andrew Garfield was incredible.
1.0,How this didn't win the Oscar for Best Picture I have no idea. Moonlight and La La Land over THIS? This movie was insane and hit all the keynotes. A must see. Easily best movie of the year.
1.0,"A great film. Gory, but for the right reasons. As a Vietnam War C.O. I applaud Mel Gibson for bringing this true story to the screen."
1.0,Absolutely a must see! Andrew Garfield should have won the Oscar for Best Actor and Mel Gibson should have won Best Director!
1.0,A film that combines both great characters and action sequences and makes them work perfectly. Also a great return for mel Gibson
1.0,Directed by the best.
1.0,Probably the best film Mel Gibson has ever made! Mind Blown! A+
1.0,"This is one of the best war movies I have ever seen. This is an unbelievable true story. Action packed, awesome story that really happened. my wife and I loved it."
1.0,Best war movie I ever seen.
1.0,Most brutal war movie ever. Pure gorefest!
1.0,"Man, this movie was fantastic!! Really depicted the war."
1.0,fucking american hero
0.0,"Hackjob. Any one who's ever seen full metal jacket will shake their head when watching this film. How most critics didn't see, or did and simply didn't care, this film as a complete an utter failed attempt to rip off that classic, is puzzling. Terrible."
1.0,Best movie in the world. He has faith in god that he would save one more life. Amazing!!!
1.0,Very impressed with the effort and quality that went into this portrayal of unquestionably one great hero and man.
1.0,Gripping and inspirational.
0.0,"A very predictable scenario.. nothing new, an insipid melodrama not even saved by the actors performance."
1.0,What a hero! Great film
0.0,"Seriously, who tf liked this piece of $h1t?"
0.0,"Crap. Just another sentimentalist vehicle for half ass patriotism in an era where real life heroes are most needed and of course, box office success is secured for it."
1.0,"Hacksaw Ridge is by far one of the best war movies I've seen. It is very graphic during the battle scenes, but it shows you just how much our men went through to protect us. Love love love this movie"
1.0,"stand up for what you believe, stay true with your value"
1.0,"Love a movie based on God, love, and a plain ol' good heart."
1.0,"Every character's performance is noteworthy. A touchy subject, but shows us if you believe in something you always have the strength to stand up for it"
1.0,One of the best movies in the past year! A TRUE STORY that will amaze you!
1.0,Perhaps the finest ... and ... closest to flawless ... WWII movie. Certainly Mel Gibson's finest cinematic achievement. Brutally realistic beyond description. A masterpiece not to be missed.
1.0,"5/5. An incredible war film that is more of an anti-war film. Hacksaw Ridge has amazing acting, writing, editing, cinematography...the works, and an immersive story that makes you feel like you are in the battle, and it is haunting."
1.0,One of the best war films I have ever seen to date!
1.0,"This movie had the best of both worlds, a great love story but also a lot of action for a military movie. The fighting scenes were extremely graphic and gory, but really added to the feeling of being in the battlefield. A great movie."
1.0,Amazing movie an eye opener to the history involved in war this should be one of the ppl thought about when doing history assignments
1.0,"Absolutely brilliant, an incredible true story and incredible adaptation. Can't fault it anywhere. A great cast, a role made for Andrew Garfield. Some very vivid and heartfelt scenes showing the bravery and courage from Doors - a true inspiration"
1.0,Andrew Garfield should have won an Oscar for his preformance.
1.0,Best war I have ever seen
1.0,it is very good and acting movie. it show us the true legacy of someone who would stand up to his believe.
1.0,"Very well acted, directed, and filmed. Bonus that it's a true story!"
1.0,Really amazing true story great film
1.0,Good movie and inspirational we see the things of Christians people go through
1.0,Best movie I have ever seen. Honestly
1.0,One of the best movies I've ever seen and all so the scariest movie I've ever seen before
1.0,"Es magnifica, la historia, los personajes, la edicion de sonido, los efectos... todo."
1.0,Amazing film. Fantastic cast. Loved it
1.0,"How can u not give this 5 stars? Film don't get more war filmy than this. Great work Mel, glad you are back. And as for Desmond Doss? What an inspiration. U know he's in heaven with his wife right now, having the time of his afterlife..."
1.0,"AHacksaw Ridge is a heartfelt, gritty, and realistic look at war and examines a man that fights others judgements to become the true American hero that he knew he could be."
1.0,this is definitely one of the most well made and well writen movies i have ever seen
1.0,"A perfect masterpiece, the perfect representation of 1940s America and Andrew Garfield is excellent, and so are all the outer actors. And Vince Vaughn was excellent"
0.0,what a huge disappointment this film was. i was excited for such a true life military movie. it was so cheesy and horribly acted. don't bother with the ratings it's horrible
1.0,"Great WWII movie. Nicely filmed, lovable characters, real true story and keeping you cheering for the characters. Two hours passed like nothing."
1.0,Best action war film ever made since Saving Private Ryan. Its sucha emotional movie that tells the story of a man wanted to serve in the war as a medic with out any weapon to protect him
1.0,"Another must-see, historical drama based on a true story!"
1.0,Great film. Worth watching.
1.0,Best movie ever broo....
1.0,Absolutely loved this movie
1.0,The best War Movie I've ever seen!
1.0,I would give it a 93%
1.0,Wonderful movie about a man who found his courage by enlisting to serve his country and I love that fact that it's a true story. Feels like you are on the battlefield the whole time and it will keep you on the edge of your seat.
1.0,"Beautiful film, war and faith (love) live together in an moral boy, who gives a wide range of emotions to the spectator. Absolutely to see."
1.0,"Filme muito foda, recomendo (y) #Netflix"
1.0,"Hacksaw Ridge is more than just a war movie, it is a movie of faith. It has action, drama, and romance, but above all, it has heart."
1.0,Excellent film. Make allowance for artistic license but does not stop a five star. War scenes felt like I was there. Great job
1.0,"What an amazing movie, well directed. Desmond's courage and bravery was mesmerising and truly heroic.Thumbs up to our men who have served and are still serving our country.??????"
1.0,"What a masterpiece, best war film ever made!"
1.0,Mel Gibson has done it once again with this epic wartime tale. Bravo and shame on you Hollywood for blackballing him!! He is world's better than most of the garbage directors you currently employ
1.0,Incredible movie. Left me feeling like I need to do something more with my own life!! So great to see a film that actually portrays a young man with convictions in a positive way... the world needs more Desmond Doss's! WATCH THIS MOVIE.
1.0,Garfield has never been better. Gibson's direction gives it the right tone. Ends up as an amazing film.
1.0,"Excellent movie!, Mel Gibson is Genius..."
0.0,I could not finish this horrible movie.
1.0,"Despite some exaggerated effects the film was realistic, showing all the shares in a good way and taking the hero of this story to save at least one life to the very end, holding on to his strong faith and the fact that I do not take weapons in their hands and still be able to help others."
1.0,Incredible story; excellent movie.
1.0,"Excellent! The film is one of Mel Gibson's best, and it also stands along ""Saving Private Ryan"", ""The Thin Red Line"", and others as one of the greatest WWII films ever made."
1.0,10/10 BEST MOVIE OF THE YEAR SO FAR. Inspirational!
1.0,A great war movie and a story of spiritual triumph
1.0,This movie is fantastic just like saving private Ryan but I personally like this movie a little bit more because it really strikes a place in your heart
1.0,Loved it! cried my eyes out! so heart warming!
0.0,"So trite and cliche, it was difficult to watch. I know it's a true story, but that doesn't make it fit for the big screen."
1.0,"Fantastic. Made me cry which is the highest compliment I can give, cause it means the movie really touched my soul. I absolutely loved it."
1.0,Fantastic started slow ended with a unforgettable heroic scene. Mel Gibson is a great director.
1.0,Great movie.....just awesome!
0.0,Barney Fife goes to Japan.
1.0,Another Great World War 2 story that not many people know about. Great movie.
1.0,great film about America's greatest generation.
1.0,Most moving movie I've seen in a long time.
1.0,"This Is Definitely In My Top 5 WWII Flicks. Next To Saving Private Ryan, Flags Of Our Fathers, Band Of Brothers, & Fury. Of Course I Haven't Seen All Of The War Movies But This One Is Definitely One Of The Best!! Desmond Doss Would Have Been Proud!"
1.0,Mel Gibson siempre se luce ????????
1.0,Great to see an amazing movie can be made without every other word being filthy profanity!
0.0,one of the worst moves in the past 20 years. Stereotyped characters and an uncomfortably and unnecessarily strong religious storyline make for an eye-rolling experience coupled with gory CG battle scenes
1.0,What a great movie. A must watch!
1.0,The best ever Mel Gibson as director
1.0,"A great drama movie that show us another piece of world war 2 history. The story of a man that believed he could serve his country without killing another man, he served by saving lives of both allies and enemies. An extremely well made movie."
1.0,"Absolutely incredible movie, at first you think Andrew's character is just really cheesy and it is hard to really take him seriously, but soon you realize you are wrong just like everyone else in the movie. Great cast, acting, plot, story line. You don't see movies like this too often."
1.0,Hacksaw ridge is a much see movie that tells you a story that not many people now about but they should all the cast is great in there roles
1.0,Great War movie what a hero!
1.0,A compelling and stimulating account of bravery and hope. Precision cinematography and compelling acting.
1.0,"Great film, a true story so even better. The fighting scenes are very bloody & graphic, good camera work."
1.0,Absolute great movie
1.0,this movie brought me to tears... great movie.
1.0,This movie was absolutely incredible! Can't say enough good things about it!
1.0,Truly a phenomenal war film. Very unique and full of amazing performances. One of the best war movies to date.
1.0,I am not quite sure if there was an accurate historical portrayal of the characters in the film.
1.0,Seriously one of the best war movies I have seen along side with the unbroken movie I absolutley love this movie and recommend everyone to see it weather or not you believe and true story and so heartfelt and amazing!
1.0,this should have won best picture!
1.0,"This was a beautifully made movie. Please look at the story, remember that that was a great generation, many lives were saved and lost, and stop trying to crucify the director! As a Veteran, I was moved."
1.0,"Amazing film! Very emotional, a lot of action and espectacular job by the actors! I love this movie!"
1.0,one of the best films I have ever seen
1.0,Much more drama than Lalaland...
1.0,the cast is amazing the emotion is flawless and the effects are breath taking sometimes literally
1.0,Fantastic film! Truly AMAZING true story.
1.0,One of the best films I have seen in a long time.
1.0,"A rather simple yet flawless presentation of a worthy story, combined with top notch performances from Garfield and the rest, Hacksaw Ridge is a show in the Oscar 2017 nomination that you wouldn't want to miss, It's also the best that I've watched so far."
1.0,id like to say that this movie is one of the best movies I have ever seen an I'm 13 so ive seen a lot of movies. But this is a must see movie for everybody and I think you should watch it because its really good.
1.0,Excellent movie highly recommend. It
1.0,Such an amazing film!!
1.0,Mel Gibson done it again....Amazing
1.0,Great movie about faith and being faithful.
1.0,Should have been best picture of the year.
1.0,Best movie I've seen in years. Incredible.
1.0,One of my rare 5 star movies. A very good true story about a WW2 medic that stuck to his guns and refused to bare arms and instead chose to carry his bible everywhere. He stayed true to what he believed in despite what the consequences may be. Its a movie I encourage all to see.
1.0,"Um doido entra pro ex¨¦rcito mas n?o quer pegar em armas, e no come?o ¨¦ esculhambado por todos, por¨¦m quando o bicho pega na guerra ele mostra que ¨¦ um grande m¨¦dico de guerra e salva dezenas de soldados em uma noite enquanto todos foram embora e torna-se um her¨®i."
1.0,Great Film about a Real American Hero! Mel Gibson added another home run to his record.
1.0,"I loved this movie, one of the best. It scared me a bit, and some scenes were gross, but it is a movie about war. It was a great movie."
1.0,"Truly one of the best war drama action flicks of it's time. Brilliantly shot, based on a true character and well played by Garfield. Loved it."
1.0,Perfect Direction. Beautiful Acting. An Incredibly Powerful Piece of Cinema.
0.0,all the hype for what? Yuck. Crap
1.0,Great and inspiring movie!
1.0,Fantastic Film! Don't miss it.
1.0,"Emotional, exciting, amazing acting: All you want to see in a movie."
1.0,Great Movie go watch. Great characters. Great acting. All around brilliance!
1.0,This movie was epic. It lived up to all of my expectations
1.0,Great movie. Go see it
1.0,Mel Gibson comes back with a fiercely entertaining war epic and a deeply compelling character study highlighted by a powerful performance from Andrew Garfield in Hacksaw Ridge. It contains some of the most gruesome war scenes I've seen in quite a while.
1.0,"Made my eyeballs start to float. Powerful. Well done, Mel Gibson and cast."
1.0,Amazing movie. War is hell...and to see a depiction of what these men went through leaves you speechless. This was the last war worth fighting and I'm damn glad we had men like this come before us. I will be forever grateful.
1.0,"Inspirational, incredible true story. More graphic war depiction than Saving Private Ryan. Well done."
1.0,"Mel Gibson and heroic story = 100 % success. Thanks to brilliant young talented actor , Andrew Garfield. Spiderman change to Brave army."
0.0,Typical Hollywood melodrama about war and death. Mel Gibson decides to add a guy who refuses to fight because of his religious beliefs. To me it was the dumbest storyline ever. It also had so much blood and violence that I laughed. Really bad movie.
1.0,A Masterpiece! I'll watch this one a few times!
1.0,I call this film the Mel Gibson redemption movie! Its Awesome!!
1.0,One of the best movies I've EVER watched!!!
0.0,I can't believe this got 175 million opening weekend. Disgraceful. Cliche parade.
0.0,"Impressive war scenes do not add up to a good film. Its star is week, and it is so overblown with religious nonsense the film looses sight of its powerful story."
1.0,This movie is one of the best I've seen. Desmond Doss was a a great American. His self sacrifices could teach us all something.
1.0,One of the best movies i've seen in my 19 years of life. i am not even a religious person but this movie is inspiring and heart warming.
1.0,I was surprised on how much I liked this movie emotional and great
1.0,Literally the best war movie I've ever seen.
1.0,very emotional and realistic to war
1.0,Was an exceptional movie. Words don't give the movie justice or depict the horror of war. You will just have to watch it to understand.
1.0,Headshots all day! ????
1.0,There are those films that are really good and entertaining...that i will never watch again. i enjoyed this from beginning to end. worth the time...
1.0,Fantastic movie! Really captivating. Nice to see redemption after persecution.
1.0,"Amazing film, bloody, visceral to the core - I consider myself honored to have seen it. Blessed man - lucky lucky families to have this one in their court! Mr. Gibson, Mr. Garfield - you rock."
1.0,Great new classic in the mold of Sergeant York. Fine acting and thrilling battle scenes with the story of a great hero. Gibson is back on his game.
1.0,Best movie of 2016. Embodies story telling at its best - and a true story at that! Should have won all awards. Mel Gibson is a great director for sweeping epics and this is one of them.
0.0,Hated it. Corny scripting and Andrew Garfield's corny accent ??
1.0,The best war movie I have ever seen. It doesn't hold back showing the true realities of war. It is standing up for what you believe in when all odds are against you.
1.0,"Regardless of the religious claptrap that drives the main character, and standard Hollywood style cheese, this is solid, superior, truly emotional filmmaking. Bravo."
1.0,Phenomenal movie! I highly recommend! This is the first movie I've ever rated and it was excellent!
1.0,"one of my favorite movies ever. great storyline, base on a true event. A movie of someone standing up for their beliefs, regardless of what people thinks.must see."
1.0,"Outstanding acting, special effects, and story telling. This showcases what one man did because he stood firm in his belief of God. Very moving performances, my wife even liked the movie though it does portray the blood and loss of war."
1.0,"Mel Gibson directed it, nough said!"
1.0,in my opinion this is hands down the greatest war movie of all time. Definitely on my top 10 list
1.0,Excellent. Must see.
1.0,Brilliant true story
1.0,"This should have won the Oscar for best picture. Incredible story, great acting and gripping scenery. I am shocked at some of the critics reviews- just b/c Mel Gibson is a Hollywood outsider. War scenes are exceptionally gory and disturbing...but that is what war is all about- right?"
1.0,One of the most inspirational things that ever existed. Desmond Doss is a true hero and everyone deserves to know it.
1.0,No rats were harmed in the making of this film; can't say the same about those soldiers though - Mel Gibson !
1.0,AMAZING. This is a must watch movie.
1.0,"Extremely entertaining, intense, emotional, violent & better than Fury 9/10."
1.0,Awesome! Don't wait for DVD - Go see it on the big screen!
1.0,"Shows the very real side of war that most movies don't, and how one mans courage could change the world."
1.0,Incredible movie. One of the bloodiest battles in WWII in the Pacific. What this gentleman did was unbelievable to save anywhere from 75-100 of his platoon mates during this horrible battle with Japan. The man who this movie centers on shows how his faith propelled him to save all those wounded men.
1.0,"Best Picture of 2016, hands down, while ""Moonlight"" was the worst. Amazing story, expertly acted and directed. Very moving. Perfection!"
0.0,It was like a bad 70s or 80s war movie with the benefit of modern production.
1.0,"very awesome movie with a great plot and story line would recommend for adult audiences because of graphic content, but apart from that awesome."
1.0,This movie was so amazing! Great picture and I just love the fact that it is true.
1.0,Such a good movie. I have seen to many war movie turn to Hollywood junk l. But this movie is a true masterpiece. I rented from Redbox but I will be buying it and adding it to my collection.
1.0,absolutely amazing. one of the best war movies ever
1.0,Great Movie for a Great true story of a Great man!!
1.0,This movie is amazing! The main character who plays the real life solider is a hero
1.0,I just watched the movie last night and it was one of the best movies I have seen. Great job by Mel Gibson
1.0,Unconventional war movie about an unconventional but true American hero. Entertaining and inspiring.
1.0,Great film - harrowing scenes.
0.0,"Just awful! Unrealistic, corny, syrupy, poorly made, horribly cast (Vince Vaughn?! Really?) I'm curious to know if anyone who's not a committed Trump fan actually liked this move."
1.0,"WOW. Mel, you never lost it. First 'Blood Father' where I was hit straight in the heart by the very last message spoken and now 'Hacksaw Ridge.' Brilliant."
1.0,"SECOND BEST, after Hidden Figures. Should have won BEST ACTOR along with Denzel."
1.0,What a great film directed by Gibson. Terrific performance by Garfield.
1.0,One of the best movies I've seen in a long time. Andrew Garfield should've won the Oscar for best actor and Mel Gibson should've won for Best Director in my opinion. Great movie.
0.0,Heavy handed and one long cliche.
1.0,Awesome MOVIE!!! <3
1.0,Great picture...Desmond Doss was a real American hero... A must see...
1.0,I really enjoyed this movie. It had a lot of blood and gore but it told the story really well and Andrew Garfield did a great job in the lead.
1.0,A flawless cinematic experience. The true story of Desmond Doss is one of the most inspirational stories in human history
1.0,Great action WWII movie the special effects are awesome. the first half is a sleeper but once the war action starts and the carnage starts. The ending credits has some interesting facts. As a Vietnam Vet this movies ending got to me.
1.0,This was a GREAT movie!!!!! It's a must see!!!
1.0,A movie that encourages us to keep trusting and never give up the things we believe.
1.0,An absolute masterpiece
1.0,wonderful movie my son 20 vet says that's how it is in war standing up sheers for this movie good job mel
1.0,"Even in War, we should never lose our principles, our morals, and our faith. Hacksaw Ridge has reminded me those things. The LORD says, not to kill and love our enemies as ourselves. We do that, and that is what true faith, courage and valor is."
1.0,A true American hero. This story is both frightening and simple in this amazing American tale. This story proves that there are real super heroes.
1.0,favorite movie ever!!!!!!
1.0,"wow another great bloody, gory masterpiece you can feel the fear"
1.0,Dura la pel??cula...
1.0,This movie should have been Best Picture of the year!!!! I can't even begin to explain how important and amazing this story is. All I can say is Thank you to this soldier and every soldier that has ever stepped one foot into a military boot and fought for our country!
1.0,"Um dos melhores filmes de guerra dos ¨²ltimos tempos. Mel Gibson dando show de dire??o, hist¨®ria envolvente e emocionante. Um espet¨¢culo."
1.0,This is one of the best hero movies I have ever seen! You can't figure it out. It surprises you! A must-see!!!
1.0,Such an amazing film and makes me proud of my country and the people who fight for it.
1.0,bloody and gruesome but amazing movie!!!
1.0,"Nail biting action , wonderfully produced, couldn't hold back the tears"
0.0,Garbage Hollywood theatrics sums this one up. Vince Vaughn is the only saving grace in this movie
1.0,Everyone should see this movie
1.0,"gripping from the first scene till the end, it leaves the audience wanting more, i cannot put it in words how amazing this movie is, you have to watch it to find out."
1.0,Best war movie since Saving Private Ryan!
1.0,"Rating: 100%Hacksaw Ridge sees a surprisingly committed performance from Andrew Garfield and Mel Gibson return to form, with stunning battle sequences and an inspirational tale to tell."
1.0,Mel Gibson brought this movie to life..Andrew was unbelievable in his roll...loved this film!
0.0,Too cheesy for me. Didn't last 30 minutes
1.0,"Faith that can move mountains.This movie is definitely a must-watch, especially if you enjoy war films. Andrew Garfield delivers an exceptional performance. This movie is inspiring. And, when you have the same faith with Desmond, this movie hits your harder! Go watch it!"
1.0,"""one of the best films of the year and one of the best war stories ever told. gripping - powerful - tense. garfield gives a performance you'll never forget. gibson nails his directive spot."""
0.0,"anything involving that racist, I will not go to."
0.0,Absolutely terrible movie. Terrible.war movie no less. Literally kept teasing my friend for even wasting our time to watch it and we left the theater early. It was cringworthy.
1.0,"very inspirational, fantastic movie about a man taking a stance for his beliefs and what he feels is right. Desmond Doss, a true-American Patriot."
0.0,"So boring. An hour and a half goes by without any action, gore, or violence. It's a pathetic sob story. So fucking boring. I can't believe this was compared to Saving Private Ryan,not even close. Duuummmmbbb!!!"
1.0,"Terrific story about a medal of Honor winner, as being the only objector to ever win the Medal of Honor during WWII. Mel Gibson directed another master war movie, and enshrined one of the Heros of WWII. It never gets old."
1.0,tear jerker with action always a good combo
1.0,Great flick! Very inspiring movie great war movie!
1.0,Loved this movie. It truly portrayed the horrors of war and the remarkable story of an exceptional man.
1.0,"An incredible movie! From the start of the movie, you couldnt stop watching. Intense war scenes. Vince Vaughn played the D.I. role perfectly. If you watch only one movie, this is it!!!!! Mel Gibson should win the oscar as best director for this movie."
1.0,"lo mejor de Gibson, las im¨¢genes mas cruentas de la guerra y una historia maravillosa brillantemente narrada."
1.0,I can't even detach my eyes on screen just blinking of eyes. Wow! awesome movie!
1.0,"Unbelievable true story about an amazing war hero, one which deserves to be publicised."
1.0,"For me this was a great movie, makes you laugh in the right places but also hits you right in the feels. Everything from the acting and directing to the editing and sound made this a fantastic film, an amazing way to tell an amazing story."
1.0,one of the best war movie
1.0,Absolutely outstanding telling of a very inspiring story. Thank you Mr Gibson for making this movie.
1.0,Phenomel (PERIOD!!).
1.0,"So moving, so well made and so well acted- this is a masterpiece. Mel Gibson is back! (This film deserved the Oscar for Best Picture, Best Director and Best Actor for Andrew Garfield)."
1.0,"this is one of the best movies I've seen I can't stop watching it, attention grabber and it really touches your heart you can really connect with this movie ! it's a must see if u like war stuff"
0.0,This movie is unwatchable. Maybe the cheesiest movie ever.
1.0,Insane & a beautiful film.
1.0,You can't convince me that there was a better movie in 2016 than this one. Welcome back Mel Gibson & thank ou Desmond Doss
1.0,Awesome and inspiring! The movie has no dull moment...the father is absolutely incredible in his portrayal...and Desmond is truly an American hero.
1.0,"Brutal & Brilliant, director Mel Gibson, back at his best.....Amazing, Absolutely Phenomenal, a must see 5*****"
1.0,This was brilliant! A true heroic performance by Andrew Garfield. There is no doubt that Mel Gibson can make a great film and he still can wow! Epic raw scenes that make u feel like ur right there at Hacksaw Ridge! A must see!
1.0,One of the best films I have seen in a while
1.0,Great action packed movie. Definitely deserves to be up for an award. Highly recommend seeing this movie.
1.0,"Fantastic show,well done"
1.0,"Epic, a must see period!"
1.0,"Andrew Garfield definitely deserves the Oscar for good portrayal. Incredibly intense and powerful, Mel Gibson directs incredible movies"
1.0,OUTSTANDING movie!!!!
1.0,Excellent movie! Intense true story.
1.0,One of the best war movies ever.
1.0,Interesting movie of bravery and tragedy. Lifts your spirits and makes you feel good does conquer evil.
1.0,A brilliant movie which if definitely going to go down as a classic soon. Yet another true story which could help the skeptics believe in themselves a little more
1.0,"Emotional, powerful, + raw, Hacksaw Ridge delivers a gut-wrenching war epic thriller with edge-of-your-seat gut-wrenching war violence. It is a very, very good war movie. I thank my lucky stars I did not have to see combat in Japan during WWII....but I guess I just did. Wow"
1.0,"If you're squeamish, don't watch. If you accept the horror of war and are willing to accept the bravery of sacrifice, this is phenomenal. This guy blew my mind."
1.0,"Best movie that I have seen so far this year. Andrew Garfield is worthy of Best Actor. Excellent direction from Mel Gibson, although a bit gory. It is an inspirational story that reminds what binds us."
1.0,AWESOME MOVIE THAT TELLS THE TESTIMONY Of TRUE FAITH!!
0.0,One long cliche with a weak predictable plot.
1.0,well worth watching if u like true stories about our country during this time period....
1.0,I want to see this movie
1.0,LOVE THIS MOVIE! Here's your Oscar flick. Do yourself a favor and watch this. Best movie of 2017. Im buying this and watching again and again. Great job!!!
1.0,My vote for best film of the year!
1.0,Absolute must see!!!!!
1.0,perfect in every way
1.0,That war scene is just breathtaking.
1.0,Powerful true life story! Must see.
1.0,best movie of the year naff said
1.0,One of the best war movies I have ever seen and the only to make me cry
1.0,Excellent film and story.
1.0,"A excellent movie, from start to finish this was a great movie, brilliant acting from all especially from Andrew Garfield, gut wrenching movie that will have go through all kind of emotion in just one movie, and if this doesn't win anything at the oscars then it would be a crime."
1.0,"This movie exceeded all my expectations and was by FAR one of the best movies I've seen in a very long time! Your quintessential war movie on steroids! I recommend seeing this movie on the BIG screen, or on the largest one you know of! Almost felt like I was there! Amazing"
1.0,"Loved it! Great True story of faith and heroics. The fact he was raised up in Lynchburg, VA is that much better. Im 15 miles away."
1.0,"This is the best movie I have seen in a very long time. It is up there with the best of war movies!! The battle scenes are gruesome, but incredible to watch. Great movie!!"
1.0,Grabs you early in the feels and just keeps tugging! Outstanding performance from Andrew and the entire cast. My choice for movie of the year.
1.0,"""I ain't touch no rifle"""
1.0,best war film since Saving private ryan for me
1.0,"outstanding story, great movie"
1.0,At times this movie was so violent I had to look away but it will go down as one of my all time favorite movies. I will rent it again!
1.0,"A truly phenomenal film ! A must see. The film is well directed, Gibson does a great job of capturing the brutality of the front line, as well as the brotherhood between soldiers. Its truly astonishing that this was based on real events. A true tear jerker 5* film !!"
1.0,"The war zone sequence on Hacksaw Ridge is unforgettable. The war scene has to be this brutal. And Andrew Garfield's acting is tremendously good, making us all believe that we judge people so very quickly some times and that we are absolutely wrong about Desmond Doss."
1.0,"Very excellent and well-made, Andrew Garfield was excellent at playing his character. Mel Gibson did a god job"
1.0,"Bloody, and brilliant I normal get bored, but this film a true story held my attention.I ink this one of the best I have seen"
1.0,"Insane how realistic it is. Great era and war to make a film about. Mel Gibson kills it again, superb job."
1.0,Another great world War 2 movie.
1.0,"In Hacksaw Ridge, Mel Gibson and a talented cast and crew bring an inspiring true story to vivid life in a way that's harrowing, moving, and intelligent."
1.0,Great movie! The best war movie ever!
1.0,"most surprising movie I've seen in a while. Amazing story, amazing effects, made it feel you were actually watching the real war. Will be in the top of my war movie list."
1.0,Great rendition of a miraculous true event.
1.0,"Well done Mr. Gibson, well done."
1.0,"One of the best movies I have ever seen,No matter what Mel Gibson has done in the past he is truly one of the best movie makers ever.And not to mention a great cast."
1.0,Best hystorical war movie ever.
1.0,Wow.....is all I can say...I lived in the area where this happened!
1.0,"Great Film, well done, but not over done propaganda. Tasteful!"
1.0,"Violent as Hell, but not without purpose, if hackneyed at times (this is Mel Gibson directing after all) but Andrew Garfield makes you forget he isn't actually Desmond Doss. 9.90/10"
1.0,Great set up to the most intense war scenes I have ever seen.
0.0,Unusually inauthentic. The entire cast is foreigners playing 1940s Americans and it's very obvious from the start. Tedious. Mel Gibson pulls out every cliche in the war movie book and uses them. This movie sucks.
1.0,One the best true story movies i have ever seen great acting what a story to tell to everyone 10/10 for me love war movie
0.0,"Trite and boring,, well at least he kept the Jews out of the film"
1.0,Holy shit what can I say but a very good movie if u like war movie than this is for u and I like Andrew in Spider-Man but he killed this role when I come out on dvd get it
1.0,It s my favorite movie so far! I just love it and keep watching it !
1.0,Love love this movie
