label,review
1.0,I LOVED this Movie!!!!! (Even Better than Wonder Woman!!) It DID NOT Deserve 40%... #JusticeLeague #GoodMovie
1.0,"This movie was very good. The characters were very solid and likable. The plot was good. It is almost as if the Critics were trying to kill this movie before it opened. However, the Audience score shows how well they liked it. Once again the critics got it wrong."
1.0,"One of the lost fun, SH movies I've ever seen."
0.0,"weak villain, forced jokes, put together in a rush! I enjoyed the cartoon series a lot more!"
1.0,"The Justice League stuck to the rules of a good action-pack and superhero movie. I liked all the characters and they all played their part well in the movie. It is one of the best DC movies made and really like the series affect used in the storyline to connect Superman, Batman, and Wonderwoman."
1.0,Great superhero movie period
1.0,"Brilliant movie, really interesting to see the darker side of Superman and Ezra Miller in particular was brilliant"
1.0,Better than any Marvel movie to date! Go see this!
0.0,The worst DC movie so far. I didnt enjoy It. I Will wait for snaydercut
1.0,best movie team up ever
0.0,"Total mess of a movie. It had some great moments, but that's all. MOMENTS. Two directors made this film, but it felt more like a dozen directors turned in 2 cuts each and let the high school intern edit it all together. It's still better than Man of Steel, though!"
1.0,"Al fin una pel¨ªcula de super-heroes seria y madura, sin chistes cada minuto como Marvel"
1.0,"Por mucho que unten a la cr¨ªtica para votarla negativamente solo hay que ir a verla para darse cuenta que es una pura farsa. Gran pel¨ªcula, gran historia, grandes actores hacen que la pel¨ªcula sea grande!"
0.0,Justice League has to be one of most overrating superhero movie of all time. Confusing plots and too much unwanted scenes.
1.0,"I didn't know what to expect, but I was pleasantly surprised at how much I enjoyed Justice League. The exciting action, laugh out loud comedy and amazing graphics made it overall enjoyable."
1.0,"I didn't know what to expect, but I was pleasantly surprised at how much I enjoyed Justice League. The exciting action, laugh out loud comedy and amazing graphics made it overall enjoyable."
1.0,it was fun from the start to the end.
1.0,"Perfect set up for the story arc..,,"
1.0,"Justice League is a good movie! Some people are just too damn picky. It's a superhero movie, has a good story has good special-effects ."
1.0,a TON of fun and one hell of a thrill ride.
1.0,I loved this movie. Me and my family had a great time and the future of DC is on its way. Well done this year DC
1.0,Awesome movie... just love it!
1.0,"Excelente pel¨ªcula , tiene fallos como toda pel¨ªcula pero esta muy bien."
1.0,Gave me the Man of Steel we needed!
1.0,Justice League is amazing and the action is amazing as well
1.0,The best DC movie since The Dark Knight and way better than BVS (Theatrical Version) and it's my 2nd favorite comic book movie of this year behind Spider-Man Homecoming.
1.0,A childhood dream come true. It was so much fun that I have seen it four times.
1.0,"Went to see this today, A great movies, go see it if you like superhero films"
1.0,"I loved it. It was a thousand times better than Batman V Superman. My only complaints are rushed CGI, and studio interference cutting the run time down. Go see it... It's worth it!"
1.0,"It's not perfect, but man is it fun, critics be damned."
1.0,Fantastic movie. I prefer the darker theme of DC. It moves along faster then the last one. Looking forward to the next one.
1.0,A great movie! Of course it had its problems but it had good action scenes! Some scenes were also amazing!
1.0,Critics must have been paid off by disney/marvel. Movie was pretty solid.
1.0,"Buena pelicula, simple y al grando.... sin tantas explicaciones innecesarias... es un mundo de comics no hay que olvidar eso....pelicula totalmente FanService.... aprobada y recomendada"
1.0,"Fun, with good action scenes and a great portrayal of the characters."
1.0,"Awesome action, characters, and plot. Stick around after the credits for bonus clips."
1.0,This movie is awesome! Best superhero movie ever.
1.0,saw it twice liked it great both times...ipic theaters are the place to watch a movie..especially a wonder woman movie
1.0,"loved the movie... but it has its flaws, which i do not care. Superman was awesome"
0.0,No wonder this movie was a bomb.
0.0,Zack Snyder and Chris Terrio killed DC.
0.0,"Justice League is by far the most disappointing film of 2017, with its messy story and cheap looking visual effects."
1.0,"Honestly, I enjoyed this movie so much, felt like I was a kid again watching my favorite character Superman played so spectacularly overall 5 stars. I will most likely buy the DVD uncut edition and I never buy dvd's."
1.0,"No es la mejor pel¨ªcula pero si me satisfizo, la cr¨ªtica vio otra pel¨ªcula ya cual la que yo v¨ª me gust¨® mucho"
1.0,"Great! Old fashioned ""truth and justice "" heros return."
1.0,dominates the avengers in every way possible :) feels like we have are first real superhero team since the old xmen movies
0.0,"I wish I could put negative stars as this was a step backwards. Shut it down and start over. Nothing here is working, except WW and lets face it, it just had to be ok to win over its audience."
0.0,"Disappointing, where was the black superman suit.Smh ????"
1.0,"Justice League was great!I don't care what the critics say, Justice League was a great movie. Yes, the villain was lame and the CG battle sometimes looked cheap, but the plot, the cast, and the character's stories were all very deep. Amazing movie, I suggest you check it out."
0.0,"I was so looking forward to this film, but was exceedingly disappointed. There are so many goofy things that you simply just can't look past."
0.0,"No thank you, never again."
0.0,Ningu¨¦m merece Zack Snyder como diretor de um filme e Ben Affleck como Batman. Resumo: Uma tremenda merda.
1.0,"I loved this movie, I wish I could have seen it multiple times. It was full of action and laughs. A great live action representation of comic book characters from the DC universe. I can't wait for the home release!"
1.0,"Just like batman V Superman Critics are wrong, and lets hope Affleck continues to play Batman"
0.0,"It was boring, attempted to be nostalgic like the comics but is not even close to being a historical superhero film. Too many scene changes and no build up with characters. just felt like I was watching a YouTube video with fighting parts and that's it."
1.0,"loved it, great family fun"
1.0,"We'll Done, the added humor was a big plus"
0.0,"Esse filme da Liga deveria ser 2 filmes de duas horas e meia de dura??o, como os executivos da warner n?o manjam nada disso colocaram tudo em um filme de 2 horas, ou seja, os 40% da Rotten Tomatoes faz mais sentido ainda."
1.0,Best superhero movie ever!!!!!
1.0,"i loved,i can see why people didnt like it,it does feel rushed but its still a great movie"
1.0,amazing movie the tomatometer is so wrong this deserves a 80%
0.0,"It was a disjointed mess that both tried to cram in way too much without having enough of a real story arc to sustain it. Even with the low standards I go into most superhero movies with, it was just bad."
1.0,It's amazing movie to see the league United was awesome
1.0,To heck with the haters. What an enjoyable popcorn flick. Looking forward to the next D.C. offering.
1.0,DC is not reinventing the wheel but that movie is great! I really think that critics have something against the whole DC movies at this point.
1.0,Loved it critics are dead wrong
1.0,"Top notch action, intriguing characters and super thrilling teamwork make this a solid new entry in the DC Comics franchise. Can't wait for the next installment, which was hinted at in the after credits!"
1.0,"Fun, entertaining movie. It was a lot of fun to see Batman fighting supernatural beings. Affleck, by the way, is my favorite Batman. The Batman fighting scenes are awesome, much better than any previous Batman movie."
1.0,Great movie. Everything I wanted to see and more. Not l
1.0,"was a good movie, good interaction with the characters."
0.0,Worst DC movie since Batman & Robin.
0.0,"Medicore acting, bad cgi, generic plot and villain, cringe-worthy jokes."
1.0,"Apart from plot shakes and questionable story wise. Character portrayal and team chemistry have great potential to be fully utilize on future set-up. Not for all audiences for sure, but some comic nerd might get excited."
1.0,Fucken badd assss is all I need to say
1.0,# BEST MOVIE EVER SO GOOD BUT THE FLASH THERE RUN'S SLOWER THE THE FLASH TV SHOW
1.0,Action packed. Just what I want to see in my movies.
1.0,"Fan of the original 90's cartoon and this is the biggest tribute to the comic book fans I have seen on film. Don't listen to others, just watch for yourself."
1.0,"great emotion and excitement remember my childhood, specially when superman fights the other justice league members. flash notes good"
1.0,Great action hero movie
1.0,the movie is amazing
0.0,Don't understand the higher ratings. It's just as messy as Suicide Squad.
1.0,Pel¨ªcula entretenida
1.0,"Thoroughly enjoyed this film. Friggin' critics. I plan on seeing Just Getting Started, also."
1.0,"while it DOES have it's problems, it was still a great ride for me. (plus, it at least didn't try and slap the fans in the faces!)"
1.0,Very entertaining movie.
1.0,I really likes this one. Just Momoa was funny. It was better than the last couple ironman flicks.
1.0,Great Movie . Enjoyed it very well it was very funny because i know russian & i saw the flash in the end it was so funny i liked
1.0,I am convinced that RT is all about Marvel.. This movie was great yet they are panning it.. Didn't Like Afflack's Character much but otherwise awesome
1.0,Gave the feeling I was looking for.
0.0,DC Dragon Ball Evolution
1.0,I think Justice League is good movie. I don't why people doesn't like it.
1.0,Awesome movie!!! Can't wait to watch it again
1.0,Nice to see lovely heroes together
1.0,Really exciting and funny
0.0,Terrible! Get a good script and director please!!
1.0,The best hero movie ever
0.0,"I absolutely have no idea what even happened in that movie, I just know that it was incredibly underwhelming, a total let-down, boring, and the only thing that made it even slightly bearable was the occasional comic relief from none other than Ezra Miller."
0.0,Boorish and uninspired. When will DC learn?
0.0,"Hated it. I thought DC was going in a great direction with Wonder Woman but this movie really ruined all progress. Seriously. Horrible movie. The only redeemable parts were the humorous ones, but those were very few."
1.0,"Ignore the critics, this is a fun movie."
1.0,"I sat and watched this with the wife and I'm sorry but there's no pleasing some just take it as it is, we enjoyed it, it was fun and funny we watched it for what it was and we enjoyed ever minute so stop moaning if you don't like it go back to marvel but as an avid dc fan it was worth my money."
0.0,It was a cluster-f#$% that made you excited for a second then you realized how bad the story was and how much you hated superman's face
1.0,Seen it was awesome. Can't wait for more to come out.
1.0,One of the best DCEU movie's so far! Still not liking the fact that WB are cutting out scene's from the movie that people saw in the trailers. Hope it ends soon.
0.0,"Who Killed Superman, < it would make a great documentary, Hollywood socialist did."
1.0,a great looking movie with some great dialogue
0.0,"Incredibly boring, poorly constructed, and a complete waste of time. Illogical decision making and poor chemistry between the characters."
0.0,"This movie has clearly been butchered. The villain is mindless. Actually the film is mindless. Too bad, I am going to rewatch BvS to get over the sheer dumbness of this."
0.0,a big waste of opportunity to make a great film. I really don't understand how can they make such a bad movie.
1.0,Spectacular. Room for improvement but great continuation!!!
1.0,Looking forward to seeing the Zack Snyder directors cut when it comes out on video but until then I thought the movie was great everyone in the theater cheered
1.0,"I love this movie!! I've seen this movie 3 times, and each time I saw it after the first time, I loved it even more. It really was a great and fun movie. I really hope they will continue to make these movies and make the DCEU bigger and better."
1.0,basuras por paginas como ustedes las personas dejan de ser auto criticas y se basan en la mera opini¨®n de terceros
1.0,Amazing Simply Amazing
1.0,This was a good movie. You can't compare to marvel considering they have 100 movies and have had time to build up. JL wasnt perfect but it was good.
1.0,Amazing movie for real comic fans.
1.0,Really fun. Some cheese / campiness but overall a great time.
1.0,"dont listen to Rotten Tomatoes, see the movie for yourself and make your own opinion!"
1.0,Nice movie i love gal gadot
1.0,I think the movie was great!!!
1.0,"not the best but people are going to like this; the story line consisting of Action, Gadgets, the next chapter after this (individual movies regardless who will play a character it would be great from now on)"
1.0,"Critics baffle me. This movie was totally enjoyable. It's just a super hero movie, people, just be entertained. (Eye roll)"
1.0,Such an awesome film!! loved it! watched it twice so far going agin soon
1.0,"Much better than I expected and I for one actually enjoyed it. When BvS came out, people complained that th plot was too complicated but now that DC have simplified the plot - people are complaining once again. Sure it wasn't perfect, but it was still a decent movie."
1.0,So good and criminally underrated. Better than any of the Avengers films.
1.0,Excelent Movie Pretty Enjoyable . It is easy to critic but rotten tomatoes are not DC comic fans ...
1.0,I?m very susprise with all negative reviews! What a cool movie!
1.0,F***ING LOVED IT!!!!! <33
1.0,I loved this movie. It's a f* great movie. A lot better than BvS. Don't read the negative critics here. Most of them are pointless. Go see it and make your own opinion.
1.0,justice league is amazing don't listen to the tomato meter and listen to the audience score
1.0,Some missed opportunity but overall a great movie
1.0,"I had low expectations, specifically because of the critic reviews. But this movie was surprisingly awesome. Go see it!!"
0.0,Come on. Just... JUST COME ON!
0.0,Regular DCEY schlock fest. Waste of good characters and good actors.
1.0,I liked it. Very entertaining.
1.0,"Love it! critics are really annoying sometimes but whatever im not a profe ssional reviewer,awesome movie cool heroes"
1.0,Awesome and Epic are the words I can say to this absolute masterpiece . Would love to see the extended cut as well
1.0,"I like it, it can be better and some CGI are not good, but is fun and a good movie. The team was very funny and the action secuence very good to watch"
1.0,one of the best dc movies
1.0,Entertaining. I went in keeping expectations low and was pleasantly surprised. I like the Greek mythology themes they're using.
1.0,Just what DC comics needed. Awesome. Well done.
0.0,"Complete disappointment, Not worth your dollars to watch it on screen, wait till it comes out on netflix and watch when you are bored"
1.0,I'll write a review later on a real computer.
1.0,Wow rottentomatoe yet again. Failed to look past it's self. This movie was great dark version of superheroes. Yes I like it. Good movie just wish they had move explaining all of the superheroes.
1.0,Once again the Critics are idiots. This is an excellent movie. I highly recommend it.
0.0,Did not met expectations
0.0,the worst movie I have ever seen.
1.0,"I really do not know what is wrong with the movie, I will probably ignore RT on specific movies. The critics seem more politically motivated than on the merits of the movie."
1.0,There were some messy parts of the movie but it is very enjoyable. The critics are brain dead and have no idea what they are talking about. This was one of the best DC movie's. I give it 8.8/10
1.0,Una De Las Mejore Pel¨ªculas No Decepciona
1.0,"I'm a huge movie fanatic, and I'm honestly not sure why some people have been giving this movie a bad rep. It's honestly my new favorite movie. The casting was amazing, I love the role of humor brought in throughout the movie. It gives you a feeling of justice for sure."
1.0,Great superhero movie ever made
1.0,Do not listen to the critics on this one. This movie is absolute fun!
1.0,"This movie is obviously well liked my audiences. Critics in my opinion(especially this one) seem to alway get it wrong. Maybe it's cause they are bought by Marvel/Disney. Just saying. This is not a Marvel movie. DC is a completely different universe. See it that way, and respect it that way."
1.0,"I loved it. There was fun moments, touching and hearting moments. It is a fun ride. Justice League had some issues. For example, it goes pretty fast and it had to much marvel sex jokes. Next justice league they should not cut out parts and no more Joss Whedon. I gave this a B+.You should watch this."
1.0,Nice DC movie.loved the voice of steppenwolf. loved all characters in movie except batman
0.0,Ruining once again the most impactful DC comics story.
1.0,"Idk why this movie is gettn poor reviews. I just seen it n thought it was GREAT! And fresh off of watching Thor: Ragnarok the day before. Also, a good movie. But, I actually liked JL more. Not that they should have to be compared, but that seems to be the thing ppl r doing."
1.0,"I liked it, critiques are idiots."
1.0,N#1 BrazilEu amei voc¨º n?o tem no??o o filme ¨¦ bom mas sim o filme ¨¦ boms tem l¨¢ os seus lados ruins tamb¨¦m n¨¦ eu esperava um pouquinho mais
1.0,Perfect movie!!! The Amazons scenes best part of the movie........
1.0,Very entertaining ! Yay JL !
1.0,I loved it the movie was good everyone played a good role. cant wait for part 2 and all their solo films
1.0,Rotten tomato Sucks their reviewer are biased and they dont know what their job is
1.0,Loved it!!! No complaints here everyone was awesome :)
0.0,"90 seconds of ""Justice League Reacts to Avengers: Infinity War Trailer"" was better than 2 hours of this garbage."
1.0,This was probably the best DC movie. I have no idea why this has a 41% rt review. I am going to see it again. I thought every single character was awesome!
1.0,So much fun! Great action sequences and larger than life characters.
1.0,"Loved it, great fun, well told comic book story. Should have been longer to tell a little more on the back story but overall a great fun movie. Danny Elfmans score from 1989 was a lovely touch."
0.0,"Truly awful on every single level. If you ever saw Green Lantern, well Justice League is even worse than that mess. Devoid of any originality, likeable characters, or script. Honestly, you would think they made it this bad on purpose."
1.0,I always worry that a super hyped movie can't live up to the anticipation. Wow.. this one really did. I recommend hitting it at the IMAX
1.0,I really enoyed this movie. too much fun. but I hated they deleted scenes.
1.0,"Is not the movie that we wanted, is not perfect, actually kind of messy and a weak villain, but you cannot deny this is a fun movie."
0.0,A weak story centered around 3 MacGuffins. Tonally all over the place. CGI lip visits the uncanny valley. DC seems to have no direction or vision for where the story goes.
1.0,True justice for the fans of Justice league. Loved Wonder woman
1.0,Thought it was a pretty good movie! I guess the critics got it wrong this time! Cannot wait for the next edition. Bring it on!!!
0.0,"Do no respect to the comic and the movie industries. Plz stop Zack, you can't film."
1.0,"Really awesome movie!! The characters were fun and made a great team! Wonder Woman, Aquaman, The Flash, Batman, Cyborg, and Superman!! What more could you ask for. I will watch it again!!"
1.0,"critics, get over yourselves, it's a fun movie!!"
1.0,critics wrong as usual
1.0,"Great DC movie, visuals: fantastic! Story: I can accept. I was excited for Superman, although, it makes Superman's death in Batman vs. Superman pointless."
1.0,"Why so much hate? Is a good movie, not the best, but damn, is good."
1.0,Really Amazing! I can't wait for the Blu-Ray version!
1.0,"Fun and enjoyable, loved it."
1.0,"I was never disappointed when I saw this, DC got another fun but amazing film with a good plot."
1.0,They did an incredible job! I can't wait for the next one!!!
1.0,Cgi is not the best in the movie but the story is a great story it is fun to watch
1.0,"it was a good movie, really"
1.0,Absolutely loved it!!
1.0,Finallly DC are remembering what a comic movie is! I loved this film just enough of each hero and an epic battle at the end. It reminded me of an old justice league cartoon on a much grander scale!
1.0,Not as good as Wonder Woman but close. Mamoa's Aquaman is beyond perfect. And I was pleasantly surprised by Miller and Fisher's Flash and Cyborg. They became instant favourites.
0.0,"superman.. as fast as flash... i dont think so,,,caracter introduction waste about a third - a half part of the time show...i feel... regret to lose a few boxs for watch in theatre."
1.0,"fantastic film. Great story, Great CGI. Don't listen to critics. be your own judge as u won't regret seeing it."
1.0,I had a blast watching this film. I laughed a lot as well. I almost died laughing at one point.
1.0,"Definitely had its flaws but was truly an enjoyable movie, I don't understand the hate based off of other movies. This isnt Batman Vs Superman nor Suicide Squad. Its Justice League, rate is the accordingly."
1.0,"I don't care what the rest of you think. 5 stars...Great story,soundtrack,action...EVERYTHING WAS FUN. It is very deep and you have to love the comics to love this. BRAVO! I can't wait for the sequel."
1.0,"O Filme ¨¦ ¨®timo, rid¨ªculos s?o esses ""cr¨ªticos"" que fizeram que n?o gostam do Zack e fizeram essa avalia??o chegar em 41%, metade da avalia??o do p¨²blico em geral, que ¨¦ 82%. Uma discrep?ncia dessa s¨® demonstra uma grande m¨¢-f¨¦."
1.0,Great movie! Truly Super
1.0,good movie.I love wonder woman.
1.0,"If you dont read the comics or watch the animation, its hard for people to understand with not character back stories."
1.0,Don't believe the movie bashing critics. This was a great action packed movie that you would expect with these DC super heroes. I'm shocked at all the bashing the critics continue to do after the movie was released. Just take all that and dump it.....go see this movie if you are a DC fan.
1.0,perfect movie. superman return very god.
1.0,"claro, un monton de haters de DC opinando..."
1.0,don't let the critics sway you from watching it it's pretty good!!!
1.0,GREAT movie. Much better than any Thor movie or Avengers.
1.0,"So much better then the critics are giving it. It really inspires. The only downside that I didn't like was the resurrection of Superman. It was necessary to wrap up this plot, but it felt like it took away from the movie."
1.0,UNFORGETTABLE SUPER HERO MOVIE FOR LIFE TIME thank you Zack zynder
1.0,Really enjoyed Justice League. Dark with great action and humor. Was not bored at all from beginning to end credits.
1.0,"As good as any Marvel movie! We thoroughly enjoyed it and will see it again. Action, adventure and a little comedy! Stay till then end for the mid and end credit scenes."
1.0,Awesome! Had a GREAT time. The critics are biased.
1.0,THREE WORDS FUCK THE CRITICS
1.0,"I feel represented with this film, I am a big fan of the DC universe, HQS, cartoons and movies, I loved the movie, the best is Flash, Ezra died, I already loved him, now I love him more <3"
1.0,Top quality movie. With super acting and great premise. Thrilling movie.
1.0,"I am happy that I went to see this movie, despite the bad comment. It was worth watching."
1.0,"Ignore the critics, this movie is amazeballs"
1.0,"Excelente pel¨ªcula super recomendada todos los personajes son espectaculares, la trama de como se conoce la Liga es muy interesante. Am¨¦ a Superman y a Batman como l¨ªderes. Esperar¨¦ a que salga justice league 2"
1.0,I cannot for the life of me understand why this movie has a score of 43% on here.. Solid B+
1.0,"Very fun and entertaining. Each character was well introduced without making you feel interrupted. Each had their own moments to shine individually and as a team. If you dont compare this movie with other super heroe movies, you will enjoy it as it is. A solid fun and entertaining film."
0.0,Made no sense half of the time. Acting was mediocre. Effects looked low budget. No idea what this was
1.0,Go watch it!!! it's a fun movie!!!!!!!
0.0,If DC ever wants to make another good movie they have to get away from trying to make Marvel CU rip offs. They're just not very good at it. I hated almost everything about this flick. Momoa was the only bright spot in a dull lifeless killjoy of a film.
1.0,Great movie....... Domnt believe the Crictics reviews who are out of touch.They will tell you to see a sleepy boring nothing movie and have you miss great movies like this
1.0,Do not hear the haters its greats
1.0,Good movie cant wait for next installment
1.0,Good quality action packed entertainment. definitely worth watching.
1.0,"What do Critics know?? I really enjoyed the Movie, I knew Superman had to be brought back to Life!! What better way to tell the story. Great Super Heroes, especially Wonder Woman. 5 Stars"
1.0,"a bit dark, but good action scenes and a great performance by the cast."
1.0,"The movie was lot's of fun. The interactions between the main heroes were the highlight of the whole film. Most of these superhero movies are formulaic, regarding story. This is about the same, but the dynamic works so well."
1.0,best super hero show I have seen
1.0,An effing mazing movie! 3rd time watching it last night.
1.0,Not sure why so much hate from the critics but this was pretty bad ass.
0.0,"Really poor effort, CGI was dreadful"
1.0,Nice shot of adrenaline Dc needed actually excited
0.0,They have ruined it completely. total disappointment. I travelled 500KM to watch this movie.
0.0,This mobies stinks from the beginning to the end.The villiaan is so so sad weak cgi and why do they pick these little sad puny guys to play huge characters.
1.0,Amazing. 'bout time.
1.0,ami me gusto la peli :v
1.0,"I love it. Very entertaining. I am starting to believe that Rotten Tomatoes and its ""Critics"" is owned by Marvel - impossible that all DC movies get bad scores and Marvel does not. THIS IS A GOOD MOVIE DAMMIT"
1.0,Loved it. Except for the superman Mustache issues great movie.
1.0,"I wonder if the critics get paid for their opinions? or if they just give the same opinion to sound popular? Movie was everything I expected it to be. It's not perfect, but its a fun movie, and most people will enjoy it."
1.0,"this movie is ok I like it, i cant compare this with marvell movies."
1.0,"Some people watch movies to criticize it, some people watch movies to have fun. This movie was fun for me so who cares about the critizisms."
1.0,Classic know nothing critics on here saying exactly the opposite of the fans. We NEVER listen to critics anymore as they have nothing to contribute. Less than nothing when you consider these losers jobs is to watch movies lol how pathetic is that.
0.0,Wonder Woman is the only thing this franchise has going for it. The only scene worth watching imho was the amazon scene. Everything else was a bore.
1.0,"An amazing balance between comedy, action and drama. Well done"
1.0,40%? Guess what? I'm gonna see this F****** movie ANYWAY! Why? The score next to it. Want To See. 98%. That's the score that matters.
1.0,"es la mejor pel¨ªcula de DC, arreglaron todas las incoherencias!!"
1.0,"It's a great movie, a bad review will come from a Marvel only fan!"
1.0,I loved this film I loved the fun moment the flash brought Batman and wonder woman amazing and aquaman was a badass ???? I need to see it again
0.0,Absolutely terrible. Every scene had cgi that looked like it was on a CW TV budget with even worse writers.
1.0,"i loved everything except the fact that they cut too much , and im even more excited for the extended version ."
1.0,I REALLY LOVE IT!!!WORK FOR ME...
1.0,"es un buen inicio, para un genial grupo de superheroes"
1.0,Its a grate movie and zack snyder was under a lot of pressure in the filming of the movie with what happend so he did the best he could and this is why this sight needs to go down
1.0,Apesar de ser un estilo de pel¨ªcula muy simple logra cumplir con las expectativas esperadas muy buena
0.0,Worst movie I've ever seen in my life. I walked out halfway through this abhorrent piece of trash. Disgusting. How can Marvel's movies only get better while DC movies are getting worse? Get your sh*t sorted DC.
