label,name,review,0
1.0,conversation,"""I'm not afraid of death, I'm afraid of murder."" A very intelligent thriller by a very intelligent director.",
1.0,conversation,"""A ConversaÃ§Ã£o"" Ã (C) o ""Blow Up"" de Coppola.",
1.0,conversation,"Oooh....aside from Network and Godfather Part II, my candidate for best movie of the 1970s.",
1.0,conversation,There's a little Harry Caul in all of us.,
1.0,conversation,What an amazing movie.,
1.0,conversation,"It churns your stomach and fills your head with anxiety, but it does it all so masterfully.",
1.0,conversation,"Don't I just kick ass in this? I mean, look at me. That final scene is just awesome. I get chills every time I watch it.",
0.0,conversation,"I think it was probably a good movie, but it moved slowly and I got so bored I couldn't even pay attention. The toilet was a shock. There was a sense of paranoia. Thats all I really remember.",
1.0,conversation,greatest thriller i have ever seen,
1.0,conversation,Typical Coppolaâ(TM)s movie. Rather should be added to weirdest movie list.,
1.0,conversation,"The soft jazz textures âThe Conversationâ? opens with sustain the film and allow Coppola to shock and amaze us continually â"" itâ(TM)s just as gripping 40 years after its release.",
1.0,conversation,A curiosidade matou o gato.,
0.0,conversation,I don't know how this movie got a Academy Award nomination. It was boring and pointless.,
1.0,conversation,A superb mystery that is elevated by Hackman's performance. A great voyeuristic film.,
1.0,conversation,"Coppola isn't so well known for this but great, slow moving yet harrowing piece....based on a short story by Julio Cortazar",
1.0,conversation,"While it may bore many, the Conversation proves to be one of Francis Ford Coppola's greatest after the Godfather.",
1.0,conversation,Gripping. I want to watch more films like this!!,
1.0,conversation,"Forget the dated equipment and obsolete technology, the tense scenes and the ethical questions this film puts forth are just as relevant today as they ever were.",
1.0,conversation,First-rate. One of the most absorbing character pieces I've seen.,
1.0,conversation,"Astonishing piece of work with beautiful score, beautiful cinematography (opening shot and toilet scene), curiously incongruous protagonist and a plot that fails to resolve itself. For me this is better than the Godfather films.",
1.0,conversation,Wow. I had goose-bumps at the end of this one.,
1.0,conversation,"is simple and thrilling, i really love it",
1.0,conversation,When you hear the name Francis Ford Coppola your mind usually flickers screen shots from The Godfather films & Apocalypse Now but the more subdued less recognizable The Conversation deserves to encompass those same mental spaces.,
1.0,conversation,The Godfathers and Apocalypse Now wish they could be The Conversation.,
1.0,conversation,"Understated but provocative, The Conversation features great acting, directing and a timely and universal message.",
1.0,conversation,Must See! Harry Caul will go anywhere to bug a private conversation.,
0.0,conversation,Boring but watched it to the end.,
1.0,conversation,This film flies by despite its near 2 hour run time.,
1.0,conversation,"Naquele grupo de preciosidades dos anos 70 irritantemente difíceis de se achar, esse e o Network são as jóias da coroa. Agradeço à Apple TV pela obra-prima alcançada.",
1.0,conversation,"Well worth a watch, totally confuses you for a while and makes you think is this a good movie? Then you realise how good this movie actually is, intense deep and keeps you on the edge of your seat for a while. Loved it",
1.0,conversation,"An amazing performance by Gene Hackman, and I love FFCoppola's work.",
1.0,conversation,"The best performance of Hackman's career and he wasn't even nominated haha. Harry Caul is one of my favorite characters in the history of film, brilliant writing by Coppola. The Conversation is a great character study mixed in with a thriller. I love that score by David Shire.",
1.0,conversation,One of the best movies ever.,
1.0,conversation,"Seventies paranoid thriller is too simplistic a discription. Dated, as only the seventies can be, the truth of the actors emotions is visceral, and still relevant.",
1.0,conversation,"Like Chinatown made in the same year, it's like watching it for the first time every time. Remarkable.",
1.0,conversation,This movie will blow your mind. If you thought irony was invented in the 90s. This movie will shock you. A MUST SEE!!,
1.0,conversation,excellent noirish film,
1.0,conversation,My 2nd favorite Coppola.,
1.0,conversation,There were so many great things in this movie! One of the best parts is editor/sound designer Walter Murch. That man is a king!,
1.0,conversation,"It's beautifully written and shot and of course the cast - Hackman, Ford, Cazale, Duvall - is fabulous. This is probably my favourite Coppola film",
1.0,conversation,Ce film résume à peu près tout ce que j'adore du cinéma.,
1.0,conversation,"Harry Caul: ""I'm not afraid of death, but I am afraid of murder.""",
1.0,conversation,That last hour is amazingly tense and Hackman is fantastic. Great film.,
1.0,conversation,Another great film on paranoia from the best decade for American cinema.,
1.0,conversation,"Underrated masterwork from Francis Ford Coppola due to an excellent prrformace by Hackman, a great script, and brilliant use of sound by Walter Murch. If you're not on the edge of your seat by the end of this film, then there is something wrong.",
1.0,conversation,Highly underrated film. The whole thing is extremely mysterious and will have your brain going crazy as you try to understand what singing jazz songs and what you're getting each other for Christmas has anything to do with the plot.,
1.0,conversation,"Having persistent trouble deciding ""Godfather I & II"" vs ""Apocalypse Now""? Throw this one into the mix and confuse the issue hopelessly.1st-rate Coppola - which means what, class? That's right: 1st-rate film.",
0.0,conversation,"Boring, overlong and all in all hypocritical this highly disappointing thriller is to messed up to be good.",
1.0,conversation,Excellent film. Powerful performances by all. It shows it pays to mind your own business ?,
1.0,conversation,Gripping. Coppola knows how to build the tension and Gene Hackman is perfect. It's a great thriller.And bring back memories to see San Francisco.,
1.0,conversation,Great performance by Hugh Jackman.A bit slow to begin with but becomes very intriguing later on.,
0.0,conversation,painfully slow and boring,
1.0,conversation,"One of my favorite Coppola movies (maybe my favorite). Also, this movie is proof that Gene Hackman has been about 55 years old for the last 35 years.",
1.0,conversation,"En riktig favorit!Kanske en av de bästa konspirationsfilmer som gjorts. Hackman är helt underbar i denna, något bortglömda Coppolafilm.",
1.0,conversation,Was talking to a friend about our favorite films of all time and this one made both of our lists. Way ahead of it's time in speaking to dignity and privacy. The Facebook generation should take note.,
1.0,conversation,"Why can't Hollywood make movies like this anymore? A thoughtful, well-paced, well-acted and disturbing thriller.",
1.0,conversation,"Wow. This movie made me feel so tense, I don't think I've ever seen anything like it.",
1.0,conversation,"Understated but provocative, The Conversation features great acting, directing and a timely and universal message.",
1.0,conversation,Francis Ford Coppola in his prime.,
1.0,conversation,"En av filmhistoriens bÃ¤sta thrillers. Klassisk ""suspense"" blandat med en karaktÃ¤rsstudie som inte Ã¤r av denna vÃ¤rld. Galet bra skÃ¥despeleri av Gene Hackman. Inte ens Harrison Ford (sÃ¤msta skÃ¥disen i Hollywood?) kan fÃ¶rstÃ¶ra det fantastiska helhetsintrycket av denna klassiker.",
1.0,conversation,A cinema lesson. Nothing less.,
1.0,conversation,"a somber thriller ...and character study of a sad,lonley man.Restrained work from coppola, though perfect in every way.",
1.0,conversation,Underrated. In there with the best of Coppola's films.,
0.0,conversation,"The most boring movie in history. Not even smart-boring, or profound-boring, just boredom for 2 hours",
1.0,conversation,"Somehow people forget to mention this classic when they talk about Francis Ford Coppola. This thriller has a twist at the end which will make you gape in utter astonishment. Superb acting, great direction. 10/10.",
1.0,conversation,Brilliant movie by Francis Ford Coppola at the height of his career. Haunting and thought-provoking.,
1.0,conversation,My favorite Coppola. SO DAMN CAPS LOCKING PERFECT.,
1.0,conversation,One of the best movies ever made that conveys the inner struggle of an outwardly meek and private person,
1.0,conversation,"It's a fucking sin that more people haven't seen this flick. The Godfather, The Godfather Part II and Apocalypse Now are often cited as Coppola's masterpieces. Well this one ranks right up there with those flicks.",
1.0,conversation,"An brilliant, thoughtful character study. Hackman's performance is as layered as Coppola's direction and script. Plus, young Harrison Ford!",
1.0,conversation,"this movie moves purposely slow but its incredibly thrilling. gives a tremendous character breakdown, with great scene after great scene leading up to the excellent ending. totally recommend.",
1.0,conversation,Brilliant thriller from the mind of Francis Ford Coppola.,
1.0,conversation,wow. haven't seen anything like this ever before. stunning dark psychologial movie full of deep levels. it is faithful to its chilling style every second.,
1.0,conversation,"A triumph of paranoia. Hackman's work here is the best of his career, in my opinion, and the large supporting cast is filled with great actors. One of the very best of the 1970's thrillers.",
1.0,conversation,"As far as movies that make you think go, this is at the very top. Through superb acting and an amazing script, The Conversation deserves only the highest praise.",
1.0,conversation,"This is the real deal - an incredibly entertaining, technically impeccable film that is deeply rooted in the great human question of the nature of sin and guilt. Not an epic like The Godfather or Apocalypse Now!, but in the same category of greatness.",
1.0,conversation,My first realy scary moviememory. That´s way i rate it fivestar.,
1.0,conversation,Coppala's greatest. Criminally overshadowed by the Godfather films.,
1.0,conversation,"A great thriller, it has a real sense of menace running throughout. The cast is outstanding and this clearly with a big influence on 'The Lives of Others'.",
1.0,conversation,One of my favorite films. Hackman plays against his norm as a private and sensible surveillance expert. Coppola brings out stark characterization midst a grand mystery.,
1.0,conversation,One of my two favorites. A brilliant character study and a great thriller.,
1.0,conversation,Masterpiece by Coppola. I was reminded of seeing myself on screen as the Gene Hackman character. I also admire the plot and the sound effect of the taping bugging system of the 70's.,
1.0,conversation,"This underrated film is I think one of Gene Hackmans best. The story is basically about a 'surveillance specialist' that gets his own job turned on him and the resulting outcome, a tense but subtle story that is one to watch.",
1.0,conversation,the sound and the score were great.,
1.0,conversation,FIVE STARS ALL THE WAY!!! One of the BEST mystery movies I've ever seen! The ending was UNEXPECTED!!,
1.0,conversation,Somewhere in Hell this film is playing on a loop,
1.0,conversation,one of the greatest films of the 70's My seventh favorite film of all time,
1.0,conversation,Better than Godfather II this little gem is very underappreciated.,
1.0,conversation,Hackman delivers a disturbing and uncomfortable performance that leaves you with a lot of paranoia and a deep sense of depression.,
1.0,conversation,Thank you for the recommendation Jacob,
1.0,conversation,"Oh, how I love Gene Hackman.",
1.0,conversation,Pretty damn flawless.,
1.0,conversation,"This is always in my top five, or maybe even three, favourite movies. That it didn't win Best Picture for 1974 is forgiven only by the fact that Coppola was up for _The Godfather II_ as well.",
1.0,conversation,"A masterpiece, plain and simple. Francis Ford Coppola?s most genuinely suspenseful film. Possibly also Gene Hackman?s greatest work as an actor. I can?t recommend it enough.",
1.0,conversation,"The best performance of Hackman's career and he wasn't even nominated haha. Harry Caul is one of my favorite characters in the history of film, brilliant writing by Coppola. The Conversation is a great character study mixed in with a thriller. I love that score by David Shire.",
1.0,conversation,My favorite film for a long time. Still one of the greats.,
1.0,conversation,Walter Murch on astounding form.,
1.0,conversation,One of the most underrated films of all time. An absolute classic. Worth checking out just for the sound editing. Go see it now!,
1.0,conversation,An under-rated classic.,
1.0,conversation,An intense thriller. Hackman gives one of his better performances.,
1.0,conversation,"A phenominal, probing, and ultimately ambiguous character study of a man who's title does not dictate his behavior.",
1.0,conversation,"One of the greatest thrillers ever made, and, given its subject matter (wire-tapping) perhaps even more timely now than it was back in the 70's.",
0.0,conversation,Too dull with not enough suspense to legitimately be called a suspense film.,
1.0,conversation,First-rate. One of the most absorbing character pieces I've seen.,
1.0,conversation,"Another favorite movie of all time. Hackman is brilliant, and Coppolla directs a taut fascinating thriller and character study.",
1.0,conversation,What happened to Coppola films like this?,
1.0,conversation,"Coppola is better known for his ""The Godfather"" trilogy but to me,this is his greatest creation.Hackman is rivetingly brilliant and this film is easily in my Top 5 list of the greatest films ever.",
1.0,conversation,This movie is perfect....,
1.0,conversation,Hackman at his best. The Lives of Others owes a lot to this film.,
1.0,conversation,Absolutely amazing. This is by far my favorite Coppola film.,
1.0,conversation,coppola's best film outside the godfather part1and2,
1.0,conversation,"Best Coppola ever, mostly because it's more nuanced and less showy than his other masterpieces.",
1.0,conversation,Coppola's finest achievement.,
1.0,conversation,A strangely fascinating film and a true masterpiece in direction and acting.,
1.0,conversation,"Infused with paranoia, I gripped onto every second of this classic. Gene Hackman is prime as an anti-social surveillance expert who learns the hard way what happens when he gets too involved in his subjects.",
1.0,conversation,"Excelente cinta de suspemso con un Gene Hackman inigualable. El sonido y la direccion no se quedan atras. La pelicula ""Cache"" de Michael Haneke le debe mucho a este film.",
1.0,conversation,A perfect homage to Antonioni. It's a very dense and paranoid movie from beginning to end that will never let you go. It has that constant fear of observe and being observed. It's so well articulated that the images speak on their own. A masterpiece.,
1.0,conversation,"""He'd kill us if he had the chance.""  Gene Hackman, amerca's finest film actor. Coppola - he's a top 5 type of talent. Bay Area, opens up on Union Square....this is a perfect film, a genuine original masterpiece.",
1.0,conversation,An understated film with a provactive subtext. A testament to Coppola's run of brillance during the 70s.,
1.0,conversation,Coppola's overlooked masterpiece. Cazale is fantastic.,
1.0,conversation,Great character development. I had a new found appreciation for Hackman after seeing this Coppola classic.Wonderful views of life in San Francisco circa 1974 too!,
1.0,conversation,A companion to the recent release The Lives of Others.The scene in his apartment is worth watching the entire movie.,
1.0,conversation,best post JFK 70s-era paranoid spy film,
1.0,conversation,"This is Coppola's best film, better than the Godfather or Apocalypse Now. Its much smaller but more rewarding.",
1.0,conversation,"One that definitely got lost in the entire mix of ""The Godfather"" films, this is another Francis Ford Coppola classic from the 70's.",
1.0,conversation,"Coppola made 4 masterpieces in the 70s, and this is the one that tends to get overlooked. A shame considering it's one of the more intriguing character studies committed to screen.",
1.0,conversation,Wonderfully atmospheric and evocative of the paranoia of the time.,
1.0,conversation,The best Francis Ford Coppola film I've seen so far.  Toilets and tape recorders never felt so unnerving....,
1.0,conversation,"My favorite Coppola film. Great performances by all, in particular a young Harrison Ford as the director's assistant. Terrific score by David Shire.",
1.0,conversation,The best Francis Ford Coppola film I've seen so far.  Toilets and tape recorders never felt so unnerving.,
0.0,conversation,oh man was this boring,
1.0,conversation,coppolas favorites own movie and u see why,
1.0,conversation,A very underrated film especially when people think of Coppola they instantly think of the Godfather which is fair enough but one must consider other works done by this director and The Conversation is one of his best I think.,
1.0,conversation,Gene Hackman plays a surveillance expert who starts having second thoughts about his job. Francis Ford Coppola was the man back in the 1970's. Gene Hackman delivers the best performance of his career in this thriller that only gets better every time you watch it.,
1.0,conversation,'I'm not afraid of death but I am afraid of murder.',
0.0,conversation,"Yep, it was boring as hell just like I thought. I couldn't even finish it. Fuck that.",
1.0,conversation,It may well remain Coppolla's best.,
0.0,conversation,A thriller??? This was the most boring movie I have watched in a very long time. I cannot believe that Coppola thinks it's his best??!!!,
1.0,conversation,One of Coppola's best. Amazing work.,
1.0,conversation,"One of the few films shot in SF that actually captures SF, especially the weird vibe of Embarcadero Center and what SOMA was when it was still a light industrial wasteland.",
1.0,conversation,"""I'm not afraid of death; I am afraid of murder.""",
1.0,conversation,Great little seen Francis Ford Copolla film. Excellent performace and great script.,
1.0,conversation,"A great American thriller, very dark and very intelligent.",
1.0,conversation,An excellent film. A thriller with odd surreal touches.,
1.0,conversation,"Easily one of the most underrated films of the 70's, of not the last forty years. For me, this movie created the modern espionage thriller, and it's hard to beat. Fantastic ending.",
1.0,conversation,a terrific movie-a glimse of a sad life (HACKMAN) and how insane the corporate world really is!,
1.0,conversation,great movie of Kundera's novels proportions,
1.0,conversation,"Mostly noted for the best sound design ever, The Conversation probes the elements of pain and fear that are connected with privacy and control in a manner that most spy movies ignore.",
1.0,conversation,"Coppola at his finest. The perfect portrait of paranoia in a world where it's very likely that you are, in fact, being watched. Gene Hackman's performance as Harry Caul ranks among his best.",
1.0,conversation,"Mr Coppola is with out a doubt one of the most talented directors the world has ever seen. The Conversation is Coppola's best movie, beaten only by the Godfather.. or some may think differently. Gene Hackman's performance was beyond briliant. Academy awards.. take note.",
1.0,conversation,Must See! Harry Caul will go anywhere to bug a private conversation.,
0.0,conversation,the stupidest movie! EVER!,
1.0,conversation,A film about surveillance and paranoia that feels relevant today. How about that.,
1.0,conversation,"Visual perfection. Plot-wise its great, though I managed to guess how it would end.",
1.0,conversation,Another great film by Francis Ford Coppola !,
1.0,conversation,"They can't make them like this, small, buildup, developing with the right amount of exposition and storytelling and keeps a medium pace with the right editing, sound and acting. Still a great movie and I can't say that about many movies today!",
1.0,conversation,"One of my all-time favorite films. Francis Ford Coppola at his most restrained, and in my opinion, his best. A devastating performance by Gene Hackman. Thoughtful camera work and direction. An American classic.",
1.0,conversation,brilliant film coppolla made between the godfather movies. it does get overlooked. very haunting piano score. gene hackmans character from this film sort of reappears in the will smith film enemy of the state,
1.0,conversation,Best whiplash ending I've EVER seen.,
1.0,conversation,"took the spy genre to a whole new level, yet another fabulous movie from the incredible Gene Hackman",
1.0,skyfall,"One word can describe this movie: breathless. If we ignore the fact that Quantum of Solace existed, this was the best second film for a (i hope) glorious trilogy.",
1.0,skyfall,Watched Skyfall in Theaters and did I love it Such a great Bond Movie,
1.0,skyfall,M-F-O9.3[Sam Mendes][c],
1.0,skyfall,"Not only one of the best James Bond movies of all time, but one of the best action movies of all time.",
1.0,skyfall,"50 years of James Bond and Skyfall is one of the best 007 outings to-date. Director Sam Mendes brings Bond back with a smart, classy and stylish action thriller. Blending materials of both classic Bond and Daniel Craig's modern Bond, you're in for a smashing adventure.",
1.0,skyfall,"Smart, thrilling, and visually stunning, Skyfall proves to not only be one of the best Bond films, but one of the best spy films ever made.5/5 stars",
1.0,skyfall,The best Bond film ever.,
1.0,skyfall,One of the best Bonds.,
1.0,skyfall,This is my favorite movie ever,
1.0,skyfall,"While being of the best 007 movies to date, Sam Mendes directs with such passion not commonly seen in most films nowadays, marked with great performances from Daniel Craig, Javier Bardem and Judi Dench.",
1.0,skyfall,The best James Bond movie ever.,
1.0,skyfall,"All throughout its entirety Skyfall is an immense film, that exceeds in providing a riveting plot, dazzling action sequences, and terrific visual effects. And to top it off with an amazing villain, this film seems to be perfect in almost every way.",
1.0,skyfall,"Not sure it's the best bond, but certainly a classic! Great opening sequence and theme, simple story and excellent villain, and another superb performance by Mr Craig. Didn't want it to end! Watched it again on TV last night, and it really is one of the best bonds! Updated to 5 stars!",
1.0,skyfall,"This is my favourite Bond film. It has a great plot, villain, plot and action scenes. Daniel Craig is great and the movie is perfect for the 50th anniversary.9.6/10",
1.0,skyfall,"Javier Bardem steals the show in this return to form for Craig's portrayal as James Bond. With strong characters and script, Skyfall reveals more about Bond's past as he is on his path back to redemption after a hiatus.",
1.0,skyfall,Melhor filme de todos os tempos.,
1.0,skyfall,"An instant classic for Daniel Craig and Sam Mendes, an all out over the top seriously entertaining film for everyone!",
1.0,skyfall,"when I first watched it, it didn't look like a James bond movie.",
1.0,skyfall,"Possibly the best bond movie yet, I liked how they tied back to the vintage bond movies. Must see.",
1.0,skyfall,Best Bond movie to date!,
1.0,skyfall,"the best Craig Bond film, manages to be more engaging and entertaining than the equally excellent Casino Royale",
1.0,skyfall,Excellent movie of course.,
1.0,skyfall,My all time favorite James Bond it's gritty and if feel like it a little more seriously then some other James bonds,
1.0,skyfall,best of the Daniel Craig series for sure,
1.0,skyfall,"One word, Awesome! This is how James Bond movies should be made. Not Hokie, back to its roots and most of all, realistic! One could imagine this taking place in today's society.",
1.0,skyfall,"This James Bond movie has an eye catching title, which is we expected it as a high quality movie. Turns out, that expectation isn't wrong, Skyfall brings a whole new level of agency and espionage.",
1.0,skyfall,a master peace in every sense of the world . a stunning film that more than makes up for the lacklustre showing of Quantum Of Solace. Skyfall 007 at his best.,
1.0,skyfall,This is an amazing film with the incredible Judi Dench,
1.0,skyfall,Daniel Craig masterpiece. Quality villain and great ending. Why oh Why did they mess up Spectre,
1.0,skyfall,"10 out of 10:Intense action, a great story, and a bit of nostalgia from older Bond movies, Skyfall ranks as one of the greatest Bond film.",
1.0,skyfall,Best Bond movie of all time!,
1.0,skyfall,Quite possibly the best Bond since Live and Let Die.,
1.0,skyfall,"One of the top 5 best Bond films ever, Skyfall is not only the best for Craig, but an instructional video on how to make the perfect modern action movie.",
1.0,skyfall,"spectacular movie, great acting, great action, and an amazing ending, favorite movie",
1.0,skyfall,"Best Bond opening sequence, best Bond song, best directed Bond film, best written Bond film, best Bond film. Period",
1.0,skyfall,"Still a good movie to watch in the weekend it has an exelent dialogue, it was good scripted, this movie represents almost a classic James Bond essence",
1.0,skyfall,"This shows a very mature bond, fighting against a very real bad guy.",
1.0,skyfall,My favorite James Bond movie.Daniel Craig is for mymy favorite James Bond.,
1.0,skyfall,My favorite of Daniel Craig's James Bond movies. Love who they cast as Q. Such a sad ending though.,
0.0,skyfall,This movie was so boring that I actually fell asleep during it. The only good thing about it was the very beginning and the very end.,
1.0,skyfall,Probably the second best Bond movie.,
1.0,skyfall,I don't know about any of you but i think this is the best 007 movie of all time.,
1.0,skyfall,"One of the best James Bond movies of all timeSecond to Casino Royalle It was a great recovery from CS (The Movie That Doesn't Need The Full Name)The story, action, cinematography and the actors did an awesome job in producing this movie",
1.0,skyfall,"I found this film to be absolutely amazing. The story had me hooked from start to finish and the acting was again, fantastic. The action sequences were pulled off without a hitch and this entry to the saga brought a little more grittiness and realism with it.",
0.0,skyfall,"From the moment when Daniel Craig began to play James Bond, they show with every new movie that yes they can make it worse than last one was. Skyfall is one of the worst 007 films.",
1.0,skyfall,"ÃÃ,Ã,Ã,Ã,Ã,Ã,Â¢Ã,Ã,Ã,Ã,Ã,Ã,Ã,Â¦ÃÃ,Ã,Ã,Ã,Ã,Â¢Ã,Ã,Ã,Ã,Ã,Ã,Â¦ÃÃ,Ã,Ã,Ã,Â¢Ã,Ã,Ã,Ã,Ã,Â¦ÃÃ,Ã,Ã,Â¢Ã,Ã,Ã,Ã,Â¦ÃÃ,Ã,Â¢Ã,Ã,Ã,Â¦ÃÃ,Â¢Ã,Ã,Â¦ÃÂ¢Ã,Â¦Ã¢Â¦k",
1.0,skyfall,Un fuerte aplauso para Javier Bardem!!,
1.0,skyfall,best James bond movie ever.,
1.0,skyfall,"With smart, smooth story, awesome action scenes, and good performances from Craig and Dench, Skyfall is one of the best Bond films out there.",
0.0,skyfall,Another terrible movie. He is just wrong as Bond.,
1.0,skyfall,"In my opinion it's the best Bond movie, you will be hooked in the first five minutes.",
1.0,skyfall,"I love Daniel Craig's bond the most, and this is the best bond film of his. Just the way the films looks is amazing and the story is great. Skyfall is my favorite Daniel Craig Bond film.",
1.0,skyfall,"Is it odd that after 50 years they actually are capable of putting out the best Bond film ever? It's the film you watch after the big action films of the present disappoint you because, as many times as you may have seen it this one never lets you down.",
1.0,skyfall,I miss the old jamesbondplayful female namesgadgets....yes gadgetsI'm solo sick of hearing about bonds feelingand a male M,
1.0,skyfall,"One of the best Bond movie with it's great action, breathtaking cinematography, solid villain, and a beautiful score.",
1.0,skyfall,Skyfall is a average bond film and it has a good and funny villain. Daniel Craig is awesome as bond even with the humour. Love this 1.,
0.0,skyfall,"Casino Royale was a betrayal... Bond had hit rock bottom, or so I thought. This film digs deeper with every scene.",
1.0,skyfall,"A really , really good James Bond film but I prefer Spectre .",
1.0,skyfall,Best Bond in years. Action was awesome. Ending was really one of the best. Did not see it coming.,
1.0,skyfall,Craig is an awesome Bond! Huge fan,
1.0,skyfall,I absolutely loved this movie. I 'm surprised I haven't watched it more...,
1.0,skyfall,"one of the best, 5 stars",
1.0,skyfall,The best Bond movie to date.,
1.0,skyfall,"Finally a James Bond movie that talks about James Bond and not 007. It has great action sequences, one of the best Bond villains of all time (masterfully portrayed by Javier Bardem) and the best plot of any Bond movie.",
1.0,skyfall,Javier Bardem's character made this movie the best Bond film ever.,
1.0,skyfall,One of the series best.,
1.0,skyfall,One of the best bond film's ever. Terrific story with a scary villainous performance from Bardem.,
1.0,skyfall,"Smart, fun, and action packed! Skyfall delivers some of the best action in recent years and can be seen as one of the best 007 films.",
1.0,skyfall,Top 3 of Bond movies of all time. Wonderful!,
1.0,skyfall,The best Bond movie I've ever seen by a landslide. Skyfall does the series incredible justice by establishing Bond's origin story. Worth watching a dozen times.,
1.0,skyfall,my fav dan craig bond movie,
