label,name,review
1.0,big,"Incredibly sweet, heartfelt and filled with warmth. True credit goes to Tom Hanks as his performance is full of innocence and heart, for me it is one of Tom Hank's fine performances. I challenge you not to shed at least one tear by the end. 80's classic at it's best, what would you wish for?..."
1.0,big,Tom Hanks is absolutely fantastic in this movie! just loved every second! plus the piano scene never gets old - pure awesomeness! :D
1.0,big,watching again....why cant entertainment nail all the tones like this does....blissful masterpiece
1.0,big,5 stars for Tom Hanks.
1.0,big,an 80s classic. Tom Hanks' childish antics and moral innocence of his character are fun to watch.
1.0,big,One of my favorite movie
1.0,big,Classic hilarious movie!!! A
1.0,big,a true classic movie five stars
1.0,big,Tom's best comedic performance
1.0,big,Good movie! This is why Tom Hanks is the best actor around.
1.0,big,Great Movie! Classic.
1.0,big,"Tom Hanks' performance is outstanding, the story is perfected with the longer than usual movie time."
1.0,big,I love Tom Hanks in this movie. He is so innocent.
1.0,big,Just watched this again recently on tv - one of Tom Hanks best performances.
1.0,big,By the way ill never grew up 2!
1.0,big,I'll take stunted mental growth over a boring adult life any day.
1.0,big,One of my all time favorites.
1.0,big,"Funny and very heart warming movie I for one loved this film it was an amazing movie.Tom Hanks is probably one of my favourite actors, I found it really funny when he accidentally swore on TV. LOL"
1.0,big,I have loved this movie since I was a child...
1.0,big,One of my favorite movies. Tom Hanks is hilarious in this.
1.0,big,A classic. Beautiful family film.
0.0,big,gay i hate you TOM BITCH !!3
1.0,big,"Tom Hanks shines as Josh Baskin, a boy who becomes a grown-up much too quickly, forcing him into an age limbo that is both hilarious and heartwarming. Big is a rare coming-of-age film that says a lot more about growing up than meets the eye."
1.0,big,one of my all time faves i only have like 15 faves
1.0,big,Still good after the years and multiple viewings.
1.0,big,One of my favorite...
1.0,big,OMG I LOVE THIS MOVIE!!!!!!!!!!!!!
1.0,big,awesome storyyyyyyyyyyyyyyyy <3
1.0,big,i went and played on the big piano thats in this film surperb film
1.0,big,I love this movie. Penny Marshall did such a great job of directing it. I think it is cool how he is able to go from 12 to 30 by making a wish at a carnival. He has an awesome apartment. I've always wanted a drink machine in my bedroom. Lol.
1.0,big,I fall deeply in love with Tom Hanks in this movie. =)
1.0,big,Another Great Tom Hanks Flick!!! That I STILL watch from time and time again! And this is the move I fell in love with Elizabeth Perkins.... B:^)
1.0,big,"""Big"" is a classic, and rightfully so. Always hilarious and often poignant. This is one of those movies that gets better as you get older."
1.0,big,"If you haven't seen this, I'm pretty sure you're not American!"
1.0,big,Love love love tom hanks!
1.0,big,classic Tom Hanks--one of the best of his young career
1.0,big,It just goes to show that a youthful mind is what an adult needs. Brilliant film.
1.0,big,"A timeless classic, simple as that."
1.0,big,LOVED THIS MOVIE! So glad movies such as this one are still around for my kids to watch!
1.0,big,"I love Tom Hanks, and he is superb in this movie."
1.0,big,My favorite movie of all time.... just touched my heart with the pure enjoyment that Josh puts out as a 13 year old in an adult body.
1.0,big,"Tom Hank's breakout film ""Big"" contains a great plot about a kid who wakes up as himself as a man. Funny/memorable moments, good acting, & decent drama makes ""Big"" a must watch for the family or friends. One of the best films of the 1980s!"
1.0,big,You'd have to be made of stone not to like this fun movie. Hanks' first pairing with director Penny Marshall.
1.0,big,Charming movie with quite a few laughs.
1.0,big,this one is still a big hit
1.0,big,Tom Hanks is awesome.. I grew up watching this movie..
1.0,big,"Excellent movie. Very funny, very sweet, very well acted by Tom Hanks. Classic."
1.0,big,"growing up, this was one of my all time favorites. tom hanks does an awesome job acting like a kid, and its a fun movie to watch."
1.0,big,one of my fav childhood's movie
1.0,big,"One of the most refreshingly poignant films of all time, BIG displays the kind of unabashed exuberance conspicuously absent in whatever constitutes kids' movies these days, and Tom Hanks shines in one of his earliest roles."
0.0,big,too many connotativeelements to believe or allow your children view
1.0,big,Best movie ever!!!!This is the best movie I have ever seen in my whole life. Tom hanks became my favorite actor because of this movie!
1.0,big,Amazing movie and Tom hanks is so funny and incredible in acting as a 13-year old kid . It's one of his best movies
1.0,big,"I love this movie. It makes you feel good inside, one of my favorite Tom Hanks movies."
1.0,big,One of the best fantasy movies ever and of the 80's
1.0,big,The movie where I fell in love with Tom Hanks. Decades later this movie still makes me feel warm and squishy.
1.0,big,"A classic film. Tom Hanks is perfectly casted as the man with a little boy's heart. Everything about this film is genius, and it's definately a film to remember."
0.0,big,This movie has a lot of curse words. Not a movie for children. Must have seen the television version.
1.0,big,April 9th 2011May 5th-6th 2012
0.0,big,"'Sokay, Hank's decent."
1.0,big,Loved it! Hope it wont be in 3D.
1.0,big,i love this movie it's one of my favorites
1.0,big,"One of my all time favorite... this 1988 flick, watched it again and enjoyed it thoroughly once more. I enjoyed his work when I was a teenager and until today I can see ""The Terminal"" or ""Forest Gump"" once again.. anyday."
1.0,big,I love this one and need to buy it!!!
1.0,big,I love Tom Hanks in this movie. He makes everyone want to be a kid again!
1.0,big,A hell of a lot dirtier than I remember.
1.0,big,As if we wouldn't have tons of movies to love Tom Hanks for!! Definitely a favorite
1.0,big,A true Tom Hanks blockbuster and a must see for everyone at any age.
1.0,big,tom hanks is handsome:)
1.0,big,I remeber this when I was a youngin'
1.0,big,one of tom hanks best comedys
1.0,big,Just fab................................
1.0,big,one of my all time favorite movies
1.0,big,"I want to be bigbest scene: alone in the city at night, listening to all kind of noise from the hotel room's window"
1.0,big,Funny! Must see movie
1.0,big,An 1980's Classic Comedy Starring Tom Hanks
1.0,big,THIS IS OFFICIALLY ONE OF MY ALL TIME FAVORITE FILMS OF ALL TIME........THAT'S TWO TOM HANKS FILMS IN A ROW THAT I HAVE PROCLAIMED BEING ONE OF MY ALL TIME FAVORITE FILMS (THE OTHER BEING FORREST GUMP)
1.0,big,Great fun and light hearted laughs
1.0,big,Tom Hanks' finest performance.
1.0,big,This movie is what got me into Tom Hanks when I was like 6! I love this movie
1.0,big,"Charming, sweet and hilarious, Big shows Tom Hanks as a true actor and shows a strong script"
1.0,big,"I want to be bigbest scene: alone in the city at night, listening to all kind of noise from the hotel room's window"
1.0,big,A childhood favorite.
1.0,big,its a greta movie watch it all the time
1.0,big,Tom Hanks hits his stride and earns the rare Oscar nod for a comedic performance in the process.
1.0,big,Is it even possible not to love this movie?
1.0,big,Unas de mis favoritas cuando chico!! :-)
1.0,big,"great movie. Tom Hanks is great, with so many memorable lines. ""Ok but I get to be on top"""
1.0,big,"Big is an incredibly charming and imaginative tale about living in the moment domineered by Tom Hanks masterful acting and all the retro charm of the 1980s. That being said, it has yet to become outdated."
1.0,big,This Is ANOTHER great Tom Hanks movie. Grade-A+
1.0,big,"Loved it. my new favorite. :) along with Tom hanks in The Burbs.. I dunno what happened to me, but I fully enjoy these comedy dramas or dark comedies.."
1.0,big,"Classic 80s movie. Took me a while to finally sit down and watch it. The film is absolutely brilliant about conveying themes about what it really means to keep one's childish wonder into adulthood, and why maturation is a gradual process. Tom Hanks gives one of the best performances of his career."
1.0,big,"One of my favorite movies as a kid, and it still on my top list. Tom Hanks character in this movie is genuine and simple. A light hearted movie, that's probably why I like it so much."
1.0,big,"I loved this movie back in the day, and I still love it. Everyone should see this movie at least once in their life."
1.0,big,"Love it, always have. It's another classic with Tom Hanks in it, Hanks really dives into his role of a boy trapped in a man's body, & having a really fun time. It's a great family film to watch, i love it, & always will."
1.0,big,"all i have to say is i make movie myself, and this was a great movie"
1.0,big,tom hanks is incredible and hillariously brilliant in this ultimate fanstasy comedy for the ages! A+
1.0,big,If he had just wished to be taller this movie never would have been made.
1.0,big,"Classic movie! The ending is a little sad now that I'm an adult, but man no wonder Tom Hanks is such a great actor. He really makes you believe he is a 13 year old in a man's body! Great movie :)"
1.0,big,"When I truly fell in love! Grown up Josh Baskin, my dream man!"
1.0,big,Another long time since I've seen it . Know it was good .
1.0,big,Nailed it! No need for hokey special effects - just go with the premise and let the actors tell the story.
1.0,big,This movie is still mystifying to me even now and I love it!
1.0,big,One of my favorite movies. Comedy at its best. Original and interesting story. Lot's of laughter. Great actor play - not only by Tom Hanks. Why they don't make movies anymore like this?
1.0,big,"Classic. Great characters,great feeling."
1.0,big,You'd have to be made of stone not to like this fun movie. Hanks' first pairing with director Penny Marshall.
1.0,big,Um dos filmes que marcaram a minha infância.
1.0,big,Perfection: in the form of 80s Tom Hanks and Penny Marshall.
1.0,big,"Just saw Tom Hank's Big on We 55 :D i love the movie, I haven't seen this movie in years! ^^"
0.0,big,Hanks makes BIG balles up
1.0,big,Good old fashion Tom Hanks movies!
1.0,big,who dosnt love big. if u dont top yourself
1.0,big,"Passando no Telecine Cult. Amo esse filme! Lembro que foi uma das primeiras coisas que vi na FAO Schwarz, em New York e fiquei super emocionada. Best movie, me faz sentir crianÃ§a de novo! :D"
1.0,big,Top 10 all time greats.
1.0,big,Tom Hanks did a great job. This movie did everything right with its premise.
1.0,big,High concept plotting done to perfection.
1.0,big,"A old-time favorite. It's funny, enjoyable and smart with another great comedic performance from Tom Hanks. Elizabeth Perkins is charming."
1.0,big,Dosent get much better than this.
1.0,big,"This movie could not have been improved on in any possible way. All of the actors involved put in a top-notch performance. The acting is so believable and authentic, it's a tearjerker to watch."
1.0,big,"I love this movie so much. It's adorable and funny, just what I like in a comedy!"
1.0,big,Love love love this movie!
1.0,big,Classic!!! One of Tom Hanks' best films!
0.0,big,"As a kid i always thought what a waste of time:-no-one died,no big explosions,no monsters,just complete bullshit."
1.0,big,One of my favorite movies as a kid. Still amazing to this day. So fun to watch!
1.0,big,LOVE THIS MOVIE A CHILDHOOD FAV
1.0,big,How could you not like a movie like this? Its just awesome 'nuff said.
1.0,big,creative and magical
1.0,big,One of my all time fav
1.0,big,"laughed my ass out, one of the best flicks ive seen... = )"
1.0,big,"A timeless classic.  So many classic moments, from the giant piano, to the Zoltar machine to Elisabeth Perkins in a bra moment !!  It's a brilliant family movie that is a must for any movie lover to watch, and then watch again!"
1.0,big,i watched this many times as a kid... by far one of my fav's
1.0,big,love this one my fav.
1.0,big,Probably my favorite of Tom Hank's early work. He does such a phenomenal job. The direction is perfect from Penny Marshall. The story is very very good. Please I implore you to see this!
1.0,big,I live watching this movie. it alsway makes me think od playing as a kid and takes me back to beinf a tomboy!
1.0,big,"An always fantastic perfrormance by the legendary Tom Hanks. This movie has one of the greatest plots for a comedy, hence the high rating."
1.0,big,"Great movie, enjoyable and funny, I've seen it few times and every time I watch it like it's the first time. Tom Hanks great."
1.0,big,tom is easily the best actor of the decade
1.0,big,Tom Hanks plays a young boy who wishes to be Big and wakes up 30.
1.0,big,This is a fantastic movie and #10 on my fav movies of all time. It had funny moments to and I loved
1.0,big,One of my favorite movies ever.
1.0,big,This movie will never get old or stale.1 of Tom Hanks best
1.0,big,fav tom hanks movie of all time
1.0,the_martian,Matt Damon you rock!
1.0,the_martian,Martian Manhunter + Ironman + This movie = The Martian Ironhunter
1.0,the_martian,"Very good movie. Usually I don't prefer the cussing, but I was so into the movie I did't even care"
1.0,the_martian,For some reason this is one of those films I can watch over and over. Really cool film. Matt Damon does a nice job.
1.0,the_martian,Very. Entertaining and smart
1.0,the_martian,Riveting! Full of time against man feels. Of course it was so wonderful! Ridley Scott never seems to let me down!
1.0,the_martian,"Incredible film, everything from the science to the comedy to the CGI, Matt Damon is incredible in this film, I don't believe anyone else could've played the role so convincingly."
1.0,the_martian,"best of the 2015. yes, best movie of 2015. I loved everything in it"
1.0,the_martian,this movie is fantastic and mind blowing... one of my favorite movies ????????????
1.0,the_martian,"It was funny, it was immersive, diverse, pretty and a lot of more good adjectives. Good movie!"
1.0,the_martian,Just beautiful. My new favourite film.
1.0,the_martian,"By far best movie of the year! What more do I need to say? Compelling story, funny and intense when it needs to be, great actors, breathtaking visuals."
1.0,the_martian,Everything I look for in a movie
1.0,the_martian,"The book was so insanely good and funny that I was worried the movie would mess it up. But luckily the perfect cast made this movie incredible, combining science and comedy to create the most intriguing movie. Lovely!"
1.0,the_martian,A fantastic movie. Gives hope for a better future. A must watch for everyone.
1.0,the_martian,"Excellent. Smart characters, smart acting and the hero is a botanist!"
1.0,the_martian,"THIS MOVIE WAS SO AWESOME I CAN'T DESCRIBE IT!!! There wasn't a part of it I didn't like. There's no strong language though, I don't know why that's in the rating. You haven't lived until you've seen The Martian."
1.0,the_martian,"Martian takes a funny, yet thrilling look at the perils of survival"
0.0,the_martian,"Although the visuals are well done, there is nothing surprising about this movie. You can tell early on how it's going to end, because it's so obviously fitting the common American triumph trope. I felt no suspense, and though acted well the main character has little depth. Meh."
0.0,the_martian,I enjoyed this movie but I hated the use of sarcastic humor and too much music which ruined the film for me. I like space movies to be serious. I would recommend it for kids but there was some really unnecessary profanity in the film. A dumb Hollywood movie.
1.0,the_martian,"Loved this movie, very funny"
1.0,the_martian,An absolutely great movie. It is so great that it is re-watchable
0.0,the_martian,"I don't understand. It's trying to be funny, right? Just no."
1.0,the_martian,This is one of the best science fiction films I've seen in the last 5-10 years.
1.0,the_martian,"This is, without a doubt, Ridley Scott's best film. Funny yet very dramatic and suspenseful. Other than The Force Awakens, this is the best Sci-Fi movie of 2015."
1.0,the_martian,"Funny, smart, and beautiful."
1.0,the_martian,una actuaciÃ³n impecable de Matt Damon. sabe de todo.
1.0,the_martian,Great movie...tons of fun...matt damon was incredible in this...and soundtrack was a pleasant surprise..
1.0,the_martian,"The Martian is probably my favorite movie, I think it does everything Perfect and I enjoy it as I would watch it."
1.0,the_martian,"Amazing film that gives a ""realistic"" take to surviving in another planet.Loved it"
1.0,the_martian,"Grade - AThe Martian is a home-run in almost every sense. It's got great performances (especially Damon), great direction, a hilarious script by Drew Goddard, and a fantastic disco-themed soundtrack. Check it out immediately!"
1.0,the_martian,Best movie I've ever seen!
1.0,the_martian,"This movie had Drama, Comdia, Action and Suspense. Matt Damon performance as Mark Watney was absolutely perfect and supporting actors had a good performances also this movie deserves a Oscar."
1.0,the_martian,I loved this. Ridley Scott does it again.
1.0,the_martian,Loved the book. The movie was fantastic also.
1.0,the_martian,Necesito leer el libro
0.0,the_martian,Total Mc Donald's bullshit... I don't understand why it can't be at least 30% realistic!?
1.0,the_martian,Cracking film but then I like Matt Damion??
1.0,the_martian,Absolutely Brilliant and breathtaking film from Ridley Scott. And beautifully acted by Matt Damon and all co-stars. I was glued to my seat from start to finish. It was very intense and at times funny aswell. I thoroughly enjoyed this film and definetly reccomend.
1.0,the_martian,Does the book justice
1.0,the_martian,Matt Damon delivers in this scientifically accurate beauty of a movie.'Nuff said
1.0,the_martian,You have to see this one!
0.0,the_martian,Fun..Cliche'd..and too optimistic to a fault. High entertainment value...but lacks that surrealism that would make the movie a bit more compelling.
1.0,the_martian,"Well, it is one good movie, although some places are unreasonable. Like surviving a tornado that's thousands of Newtons, that it is inpossible to have a tornado on Mars because of the thin atmosphere"
1.0,the_martian,A brilliant film with incredible performances from Matt Damon and co.
1.0,the_martian,Fantastic movie. What sci-fi should be. Not since Contact have i seen such a smart sci-fi.
1.0,the_martian,"The Martian has made history, a movie that is supposed to be about a serious topic has been turned into a comedy quote show put on Matt Damon. The movie still offers the very realism of landing on Mars."
0.0,the_martian,"boring and stupid, people wasting zillions of tax money to fix a probem they created, great ad to cut nasa"
1.0,the_martian,Good movie with bouts of comedy strung along. Liked it a lot!
1.0,the_martian,Amazing movie. Breathtaking. I hope we start missions to make living in mars a reality soon.
1.0,the_martian,Best Ridley Scott movie in eons!
1.0,the_martian,"A thrilling space adventure that is surprisingly funny and sunny. Great story, twists, acting and special effects! I really, really enjoyed this film!"
1.0,the_martian,I looooove good movies :)
1.0,the_martian,"The Martian balances entertaining characters, science, suspense, and humor to create an intelligent and thrilling film."
1.0,the_martian,One of my favorite books turned into one of my favorite movies.
1.0,the_martian,"Very good film. Gripping, good characters. Well acted film. Expensive movie to make."
1.0,the_martian,"Well thought , directed, and acted... you do not see that often anymore."
1.0,the_martian,A new sci-fi classic. Great on so many levels.
1.0,the_martian,"No flaws, no holds barred and no nonsense. This movie sure will rock you."
1.0,the_martian,awesome movie .......
0.0,the_martian,"I was disappointed in this movie but, Matt Damon is still a great actor!"
1.0,the_martian,Very Good movie!! Love everything Sci-fi!!
0.0,the_martian,Binned it after 40 minutes of absolutely nothing happening ... zzzzzzzzz
1.0,the_martian,great logical science fiction. very well made. thoroughly enjoyed the thrilling ride.
1.0,the_martian,Wonderful movie! Matt Damon at his best
1.0,the_martian,5 stars and i dont even like matt damon
1.0,the_martian,"Fantastic, good science, good humor, good emotion, good acting. Favorite movie of 2015."
1.0,the_martian,"It was extremely too long, but enjoyable from beginning to end. Matt Damon just continues to be the best actor on this planet and also Mars."
0.0,the_martian,Not for me. Cheesy and cringy.
1.0,the_martian,"I loved this movie, watched it at desert ridge with Jenn Rob"
1.0,the_martian,"Awesome acting, idea, direction and well put together. ""The Martian"" also brings such an awesome vibe, a perfect vibe that fits with the story.A masterpiece."
1.0,the_martian,Very good film. Really enjoyed this and would recommend to everyone.
1.0,the_martian,Excellent movie!!! Matt Damon is great!
1.0,the_martian,"Such a high re-watch value. I've seen it maybe 3-4 times now, and still pick up on new little things that make me love this movie even more."
1.0,the_martian,quality film as Matt Damon is abandoned on Mars. and the race is on to rescue him.
1.0,the_martian,"super dope acting. in a scale from 1-10, this movie's a ""DAAAAAAMN!"""
1.0,the_martian,"THIS IS ONE OF THE GREATEST MOVIES EVER! I would totally recommend watching this movie. It is a perfect blend of comedy, drama, suspense, and action."
0.0,the_martian,"Pretty Boring, not really into space adventure, but I LOVED Gravity! Don't understand why this one was not that great. Boring, and way too much talking! I also found WEAK humor in this movie! I did like Matt Damon in the movie though...but other than that. Not much. REALLY OVERRATED!"
1.0,the_martian,"Matt Damon solo performance, He is Stunning and of course The Mars set is stunning too !"
1.0,the_martian,$11 and really solid.
1.0,the_martian,"The movie Scienced the shit out of Mars.This is what I'm talking about when I say ""science-fiction should use real science not."""
1.0,the_martian,This movie is epic. I have now seen it about 20 times and it gets better all the time. It has everything. Brilliant
1.0,the_martian,"Science nerds, ftw!!!"
1.0,the_martian,Matt Damon at his best with the same movie theme - being rescued. I love all the scientific/space jargon. It makes space more relatable to common folks like us.
0.0,the_martian,Laughable. The ability to suspend disbelief vanishes immediately and never returns. The acting is awful and the final scene where he's caught by the captain with a red ribbon is the ultimate disbelief. I'm sorry that 92% of you convinced me to order it up.
0.0,the_martian,Piece of crap. Matt Deamon is about as much fun as a woodlouse eating cornflake haha. Send me away from space!!
1.0,the_martian,"Easily the movie of 2015. Matt Damon is at his best here, the plot is great, the acting is very solid, and also, a very engaging film. Two thumbs up."
1.0,the_martian,This spiritual successor to Gravity is an overdue return to form for Ridley Scott.
1.0,the_martian,"Brilliant film. Fresh, different, and faithful to the book; a man trapped and forced to survive using science and logic as opposed to strength and violence. It's clever, surprisingly humorous and positive, and has a really nice tone to it."
1.0,the_martian,Loved this movie. Funny as hell and a great scifi movie.
1.0,the_martian,"Even though I'd read the book, I still found this great film incredibly gripping and tense. A great survival story for people who like the details. Also offers stunning views of Mars. Recommended."
0.0,the_martian,"Boring, predictable movie riddled with American cliches. One of the worst scifi flicks I've seen in years."
1.0,the_martian,Lives up to the book.
1.0,the_martian,Sooooo amazingly perfect!
1.0,the_martian,I normally am not a big fan of space movies but I was pleasantly surprised by this one. It wasn't boring and had a good special-effects
1.0,the_martian,"Loved it, stressful and addictive to the end. Ridley Scott is back..."
1.0,the_martian,Excellent movie. Very well done and the acting was great. On the edge of my seat the whole time.
1.0,the_martian,"It's a great film. Plenty of drama, suspense and plenty of space related problem solving. A very well delivered dry humour movie that I think everyone will enjoy."
1.0,the_martian,I loved the martian it was a good movie. It felt pretty long but it was worth it to sit there and watch the whole thing.
1.0,the_martian,"Amazing movie with amazing cast and a great director (even though I hate all of Ridley Scott's movies but this) to bring together the first good book-to-movie adaptation I've seen since ""Holes!"""
1.0,the_martian,"This is what the movies are for. High quality, pulse-pounding entertainment."
1.0,the_martian,"I never thought a movie about an astronaut stranded on Mars could be so good, but I've been hooked since the fast pace into. Wow! A definite MUST SEE. Such an inspiring film. ????????"
1.0,the_martian,"Funny, smart and visually appealing."
1.0,the_martian,"It's thrilling storyline kept me thinking to myself if I were in his shoes, how would I survive? Brilliant film."
1.0,the_martian,best movie i have seen in ages!
1.0,the_martian,"VERY good film! Gripping, exciting, well written and acted!"
0.0,the_martian,Not sure why this was thrilling for reviewers or viewers. The book was good but this depiction and the cast were disappointing. Hey...there is a cover for every seat!
1.0,the_martian,awesome movie. carries you through from the first second to the last.
1.0,the_martian,Beautifully done movie. Exceptionally made
1.0,the_martian,Matt Damon was GREAT
1.0,the_martian,This is probably my favorite Matt Damon movie so far. Amazing movie and not predictable while maintaining me on the edge of my seat. I loved this movie.
1.0,the_martian,"I didn't expect to love this, but I did. I was fully invested in this and highly recommend it to anyone."
1.0,the_martian,"way better than expected, actually a great flick"
1.0,the_martian,"You can predict the ending, but it's still a great movie."
1.0,the_martian,Dude movie rating 5 stars.
1.0,the_martian,Great movie. Damon killed it.
1.0,the_martian,Esse filme é o bicho
1.0,the_martian,"After watching this movie twice, I'll say I like it a lot (5/5), but I still say I like Gravity better."
1.0,the_martian,"Very nicely made, and a very nicely thought movie as well. The science in this movie was very accurate and for that alone, sci-fi fans will love this movie. In conclusion this movie is amazing, and will keep both sci-fi lovers and common moviegoers entertained."
1.0,the_martian,I agree with the golden globes. Great comedy
1.0,the_martian,Very good movie. Still not enough to make me join the mission to Mars! Heh
1.0,the_martian,Matt Damon's amazing acting makes it feel real
1.0,the_martian,You need time to watch it but the best Matt Damon ever made.
0.0,the_martian,I don't understand why they have to erase Asian-American characters from a story which specifically writes in these roles.
1.0,the_martian,"I watch a lot of movies, and this is one of the best I've ever seen."
1.0,the_martian,I was really surprised that I really liked this movie.
1.0,the_martian,Ridley makes the best space movies
0.0,the_martian,"It makes no fucking sense whatsoever, shit plot, shit storyline, shit movie"
1.0,the_martian,"Great, innovative, realistic space film, flush with human drama. Could have easily been the best picture in 2015."
1.0,the_martian,I really enjoy this movie I think a lot of people will to
0.0,the_martian,"Ridiculous dialog; unbelievable characters; shallow; trite; all in all, a big disappointment and a big waste of 2 perfectly good hours. Too bad, because much could have been done with the story."
1.0,the_martian,The best movie ever. i really liked it
1.0,the_martian,Best movie in my life.
1.0,the_martian,Great movie. Some things missing from book but best book to movie film I've ever seen.
1.0,the_martian,One of the best movies I've ever seen.
1.0,the_martian,"Really good survival story, present themes of fear and future"
1.0,the_martian,Sean Bean survived??!!??
1.0,the_martian,One of the best space movies ever made. Made even better by Matt Damon's stellar acting. One of my all time favourites.
1.0,the_martian,probably the best scifi movie since interstellar
1.0,the_martian,Loved the book - Loved the movie.
1.0,the_martian,This movie has me ready to tackle the universe this summer.
1.0,the_martian,amazing I'm not normally in to these type of movies but this was amazing kept you gripped from start to finish
1.0,the_martian,"If I'm ever trapped on Mars, I'll grow potatoes with my crew members shit now. Other than that, this movie adaptation was amazing"
1.0,the_martian,For science and science fiction lovers alike
1.0,the_martian,A smart science fiction that is more about science and problem-solving than fantasy.
1.0,the_martian,Superb. My vote for best film of 2015.
0.0,the_martian,Jumps the shark pretty terribly...such a shame. I assume it diverges from the book at that point because it gets pretty ridiculous. Absolute Hollywood action crap by the end.
1.0,the_martian,"Matt Damon is brilliant in this film, a must see! I can't believe I waited so long to give it a shot."
1.0,the_martian,Phenomenal. Damon should have won best actor.
1.0,the_martian,Th book was simply amazing. The movie didn't disappoint either although a lot of aspect needed to be compressed for obvious reasons. Damon does a great job of playing Watney.
1.0,the_martian,Uma história comovente sobre a solidão de um astronauta que fica preso em Marte e precisa inventar uma maneira de sobreviver e voltar para a Terra. O cenário é bastante realístico mas o filme ainda assim consegue ser muito atraente.
1.0,the_martian,excellent excellent excellent I love this movie it's well acted it looks great and its really a edge of your seat ending
1.0,the_martian,A must watch if your a space addict. Emotions change in every scene. The amount of effort devoted by some individuals and the ignorance shown by some actually gives us a hint on our lives.
1.0,the_martian,"Only Matt Damon can make, ""Lucky for me, I'm a botanist."" sound cool."
1.0,the_martian,"Love this movie, and the book to pieces. The addition of David Bowie's ""Starman"" cemented this one as one of my faves"
1.0,the_martian,Such a happy movie. This movie was very intense and i would highly recommend. Matt Damon was fantastic.
1.0,the_martian,"The movie is very powerful about human strength, endurance and the will to survive from a hopeless situation. I wouldn't mind being stuck on Mars with Matt. He will keep you alive."
0.0,the_martian,"Unnecessary movie, I regret watching it..."
1.0,the_martian,Great movie and acting
1.0,the_martian,October 17th 2015March 29th 2016
1.0,the_martian,smart. brilliant. hilarious. I CARED ABOUT EVERYONE SO MUCH.
1.0,the_martian,"Great cinematography and Matt Damon was the perfect actor for this movie, he was perfect and his acting made this movie a gripping thriller"
1.0,the_martian,Amazing and action packed!
1.0,the_martian,"Great movie! It does have a couple plot holes for humor's sake, but overall very good. Great acting on Matt Damon's part."
1.0,the_martian,Loved the movie. Was true to the book and well conceived.
1.0,the_martian,"having sat through the horrendous Mission to Mars, The Martian got it so right, story, editing and cast made you root for the hero, without to many annoying, 'failures to over' come scenes and Matt Damon cracked a disco related joke!"
1.0,the_martian,"One of the best books of the last five years, and Matt Damon brings it to life with masterful expertise"
1.0,the_martian,One of the best movies I saw in 2015.
